#	t	100	500	1000	1500	2000
0.017382	0.000100	0.000058	0.000047	0.000045	0.000039
0.052147	0.000677	0.000467	0.000325	0.000268	0.000217
0.086912	0.001885	0.001244	0.000965	0.000717	0.000527
0.121677	0.003617	0.002360	0.001749	0.001223	0.001045
0.156442	0.005781	0.003855	0.002788	0.002144	0.001561
0.191207	0.008171	0.005650	0.004018	0.002996	0.002368
0.225972	0.011007	0.007336	0.005357	0.004088	0.003043
0.260737	0.013843	0.009417	0.006940	0.005097	0.003897
0.295502	0.016692	0.011303	0.008367	0.006238	0.004748
0.330267	0.019285	0.013303	0.009719	0.007369	0.005703
0.365032	0.021662	0.014907	0.010963	0.008426	0.006625
0.399797	0.023705	0.016521	0.012261	0.009228	0.007321
0.434562	0.025194	0.017789	0.013526	0.010305	0.007853
0.469327	0.027055	0.019028	0.014251	0.010919	0.008820
0.504092	0.027961	0.019730	0.015171	0.011697	0.009326
0.538857	0.028588	0.020354	0.015680	0.012233	0.009562
0.573622	0.028937	0.020941	0.016266	0.012407	0.009914
0.608387	0.028871	0.020968	0.016257	0.012788	0.010231
0.643152	0.028472	0.021257	0.016382	0.012942	0.010281
0.677917	0.027846	0.020819	0.016375	0.012877	0.010450
0.712682	0.026877	0.020591	0.015777	0.012663	0.010381
0.747447	0.025793	0.019989	0.015496	0.012695	0.010626
0.782212	0.024712	0.019193	0.015108	0.012510	0.010025
0.816977	0.023825	0.018314	0.014863	0.011895	0.010198
0.851742	0.022642	0.017680	0.014264	0.011682	0.009962
0.886507	0.021077	0.016828	0.013870	0.011366	0.009306
0.921272	0.020002	0.016122	0.013280	0.010871	0.009074
0.956037	0.018825	0.015260	0.012464	0.010478	0.008621
0.990802	0.017555	0.014431	0.012001	0.010168	0.008487
1.025567	0.016514	0.013967	0.011641	0.009868	0.008258
1.060332	0.015764	0.013154	0.010856	0.009295	0.007643
1.095097	0.014716	0.012503	0.010538	0.008946	0.007382
1.129862	0.013811	0.011793	0.009953	0.008428	0.007118
1.164627	0.013267	0.011267	0.009560	0.007942	0.007088
1.199392	0.012283	0.010524	0.009199	0.007856	0.006801
1.234157	0.011773	0.010051	0.008554	0.007288	0.006355
1.268922	0.010968	0.009618	0.008425	0.007205	0.006267
1.303687	0.010246	0.009112	0.008024	0.006784	0.005749
1.338452	0.009825	0.008797	0.007430	0.006551	0.005645
1.373217	0.009236	0.008197	0.007235	0.006341	0.005508
1.407982	0.009035	0.007978	0.007036	0.006013	0.004898
1.442747	0.008486	0.007672	0.006605	0.005905	0.005062
1.477512	0.008072	0.007351	0.006407	0.005600	0.005071
1.512277	0.007640	0.007108	0.006084	0.005617	0.004792
1.547042	0.007321	0.006808	0.006136	0.005078	0.004713
1.581807	0.006984	0.006483	0.005828	0.005134	0.004530
1.616572	0.006808	0.006265	0.005646	0.004781	0.004336
1.651337	0.006402	0.006160	0.005347	0.004841	0.003920
1.686102	0.006279	0.005855	0.005097	0.004614	0.003887
1.720867	0.005975	0.005733	0.005002	0.004441	0.003917
1.755632	0.005794	0.005394	0.004883	0.004136	0.003640
1.790397	0.005571	0.005361	0.004793	0.004179	0.003573
1.825162	0.005438	0.004997	0.004517	0.004016	0.003663
1.859927	0.005072	0.004990	0.004536	0.003896	0.003330
1.894692	0.004983	0.004786	0.004352	0.003823	0.003346
1.929457	0.004894	0.004637	0.004269	0.003871	0.003254
1.964222	0.004702	0.004445	0.004042	0.003596	0.003066
1.998987	0.004527	0.004457	0.003879	0.003541	0.002990
2.033752	0.004300	0.004195	0.003851	0.003407	0.003090
2.068517	0.004243	0.004167	0.003661	0.003302	0.003124
2.103282	0.004160	0.004057	0.003615	0.003285	0.002911
2.138047	0.003943	0.003842	0.003538	0.003171	0.002856
2.172812	0.003910	0.003866	0.003321	0.003148	0.002683
2.207577	0.003722	0.003756	0.003280	0.002976	0.002810
2.242342	0.003729	0.003635	0.003070	0.002855	0.002652
2.277107	0.003569	0.003456	0.003199	0.002987	0.002715
2.311872	0.003438	0.003467	0.003189	0.002819	0.002743
2.346637	0.003345	0.003470	0.003083	0.002798	0.002569
2.381402	0.003266	0.003315	0.002959	0.002668	0.002458
2.416167	0.003183	0.003267	0.003051	0.002764	0.002541
2.450932	0.003110	0.003217	0.002997	0.002680	0.002414
2.485697	0.002979	0.003154	0.002824	0.002591	0.002514
2.520462	0.002924	0.003143	0.002853	0.002597	0.002271
2.555227	0.002824	0.002946	0.002825	0.002653	0.002306
2.589992	0.002807	0.003012	0.002746	0.002460	0.002347
2.624756	0.002667	0.003021	0.002721	0.002575	0.002412
2.659521	0.002689	0.002996	0.002822	0.002654	0.002488
2.694286	0.002615	0.002879	0.002731	0.002500	0.002271
2.729051	0.002633	0.002860	0.002713	0.002579	0.002299
2.763816	0.002577	0.002790	0.002700	0.002498	0.002333
2.798581	0.002525	0.002802	0.002691	0.002586	0.002248
2.833346	0.002427	0.002828	0.002721	0.002589	0.002467
2.868111	0.002391	0.002731	0.002616	0.002525	0.002500
2.902876	0.002479	0.002884	0.002673	0.002654	0.002528
2.937641	0.002368	0.002738	0.002679	0.002534	0.002502
2.972406	0.002301	0.002723	0.002749	0.002574	0.002521
3.007171	0.002375	0.002755	0.002606	0.002514	0.002280
3.041936	0.002258	0.002794	0.002767	0.002560	0.002417
3.076701	0.002241	0.002655	0.002796	0.002633	0.002470
3.111466	0.002137	0.002765	0.002687	0.002563	0.002530
3.146231	0.002125	0.002685	0.002692	0.002674	0.002407
3.180996	0.002169	0.002732	0.002735	0.002589	0.002514
3.215761	0.002098	0.002699	0.002678	0.002744	0.002495
3.250526	0.002104	0.002686	0.002690	0.002722	0.002541
3.285291	0.002008	0.002729	0.002778	0.002759	0.002518
3.320056	0.002011	0.002662	0.002802	0.002594	0.002821
3.354821	0.001996	0.002621	0.002742	0.002835	0.002701
3.389586	0.001994	0.002690	0.002750	0.002648	0.002754
3.424351	0.001878	0.002702	0.002788	0.002835	0.002574
3.459116	0.001923	0.002657	0.002800	0.002905	0.002671
3.493881	0.001825	0.002721	0.002948	0.003000	0.002676
3.528646	0.001858	0.002716	0.002900	0.002944	0.002870
3.563411	0.001815	0.002703	0.002848	0.002949	0.002759
3.598176	0.001772	0.002705	0.002927	0.002941	0.002828
3.632941	0.001759	0.002688	0.002977	0.002996	0.002863
3.667706	0.001733	0.002699	0.002980	0.003049	0.002814
3.702471	0.001646	0.002734	0.003039	0.003063	0.002983
3.737236	0.001647	0.002750	0.002972	0.003080	0.002997
3.772001	0.001645	0.002730	0.002979	0.003198	0.003129
3.806766	0.001620	0.002755	0.003031	0.003151	0.003261
3.841531	0.001547	0.002785	0.003097	0.003347	0.002967
3.876296	0.001656	0.002739	0.003141	0.003239	0.003078
3.911061	0.001554	0.002728	0.003073	0.003360	0.003177
3.945826	0.001573	0.002755	0.003162	0.003388	0.003386
3.980591	0.001537	0.002782	0.003217	0.003569	0.003416
4.015356	0.001449	0.002853	0.003266	0.003493	0.003436
4.050121	0.001423	0.002762	0.003186	0.003579	0.003360
4.084886	0.001345	0.002816	0.003423	0.003620	0.003460
4.119651	0.001392	0.002866	0.003405	0.003626	0.003497
4.154416	0.001417	0.002886	0.003374	0.003718	0.003612
