#	timestep	total	type0	type1	type2
631 2.553517 11.901264 0.755298 0.398648
632 2.556999 11.915431 0.756708 0.399729
633 2.559474 11.930405 0.756751 0.399437
634 2.562193 11.946033 0.756934 0.399388
635 2.565141 11.961737 0.757369 0.399634
636 2.567987 11.976964 0.757830 0.399637
637 2.571595 11.994097 0.758776 0.400369
638 2.574213 12.009931 0.758835 0.400008
639 2.576905 12.025490 0.758980 0.400021
640 2.580686 12.043489 0.759985 0.400687
641 2.583070 12.058518 0.759949 0.400104
642 2.586421 12.074189 0.760908 0.400705
643 2.588895 12.088843 0.760943 0.400753
644 2.591516 12.104411 0.761026 0.400583
645 2.594494 12.120636 0.761431 0.400601
646 2.598972 12.137589 0.763468 0.402370
647 2.601519 12.154767 0.763221 0.401462
648 2.604041 12.169114 0.763394 0.401558
649 2.606672 12.183208 0.763839 0.401470
650 2.609802 12.197541 0.764765 0.402212
651 2.612439 12.212890 0.764841 0.402379
652 2.614626 12.225462 0.765076 0.401987
653 2.617938 12.242906 0.765587 0.402376
654 2.621222 12.258310 0.766457 0.403193
655 2.623191 12.272185 0.766133 0.402427
656 2.626663 12.287337 0.767305 0.403421
657 2.629438 12.302719 0.767609 0.403472
658 2.632553 12.319155 0.768122 0.403673
659 2.635733 12.334075 0.769045 0.404141
660 2.638183 12.349818 0.768895 0.403700
661 2.641921 12.366096 0.770196 0.404646
662 2.644031 12.382171 0.769503 0.404004
663 2.646844 12.397315 0.769893 0.404179
664 2.650475 12.413399 0.771065 0.405191
665 2.653344 12.429096 0.771427 0.405262
666 2.656079 12.443552 0.771929 0.405205
667 2.658336 12.458383 0.771715 0.404776
668 2.661665 12.474279 0.772496 0.405726
669 2.664022 12.488475 0.772608 0.405225
670 2.666463 12.502588 0.772729 0.405274
671 2.670086 12.519599 0.773706 0.406093
672 2.671878 12.530840 0.773739 0.405472
673 2.675261 12.547467 0.774464 0.406242
674 2.677908 12.563323 0.774568 0.405854
675 2.680800 12.577885 0.775127 0.406404
676 2.683239 12.591315 0.775424 0.406426
677 2.685925 12.607254 0.775475 0.406399
678 2.688500 12.621835 0.775762 0.406118
679 2.692231 12.639368 0.776708 0.407189
680 2.694816 12.653385 0.777075 0.407210
681 2.697180 12.666403 0.777338 0.407329
682 2.700127 12.683013 0.777655 0.407132
683 2.703636 12.698266 0.778820 0.408267
684 2.705687 12.713297 0.778300 0.407624
685 2.708842 12.728896 0.779119 0.407683
686 2.712060 12.744399 0.779890 0.408402
687 2.713664 12.757035 0.779238 0.407994
688 2.717226 12.772910 0.780447 0.408657
689 2.719472 12.788106 0.780105 0.408307
690 2.722210 12.803080 0.780493 0.408211
691 2.725639 12.818280 0.781623 0.409060
692 2.728435 12.836108 0.781429 0.408788
693 2.731173 12.850103 0.782003 0.408920
694 2.734470 12.866938 0.782604 0.409464
695 2.735935 12.879503 0.781879 0.408594
696 2.740427 12.896394 0.783971 0.410282
697 2.741531 12.907530 0.783090 0.409296
698 2.744442 12.923058 0.783550 0.409396
699 2.747538 12.937372 0.784454 0.410039
700 2.750541 12.951813 0.785309 0.410199
701 2.752723 12.965879 0.785004 0.410446
702 2.755402 12.978824 0.785735 0.410649
703 2.758382 12.995024 0.786136 0.410725
704 2.761019 13.008293 0.786736 0.410874
705 2.763986 13.024301 0.787030 0.411497
706 2.766220 13.036680 0.787367 0.411175
707 2.768601 13.050671 0.787430 0.411213
708 2.771412 13.064638 0.788087 0.411482
709 2.774148 13.079679 0.788399 0.411616
710 2.776523 13.093806 0.788521 0.411248
711 2.779593 13.106759 0.789605 0.412379
712 2.781518 13.120347 0.789202 0.411953
713 2.784213 13.133398 0.789882 0.412349
714 2.786676 13.148541 0.789924 0.411816
715 2.789159 13.159494 0.790735 0.412519
716 2.791657 13.173914 0.790858 0.412598
717 2.795269 13.189193 0.792253 0.413406
718 2.797235 13.202479 0.791946 0.413147
719 2.800029 13.215857 0.792655 0.413694
720 2.803013 13.231557 0.793179 0.413804
721 2.805749 13.246044 0.793660 0.413811
722 2.808340 13.260108 0.793951 0.414126
723 2.811394 13.276341 0.794408 0.414394
724 2.813862 13.289971 0.794707 0.414372
725 2.816293 13.305756 0.794550 0.413804
726 2.820475 13.322025 0.796355 0.415407
727 2.822138 13.336622 0.795494 0.414227
728 2.825668 13.352019 0.796730 0.415070
729 2.828385 13.366438 0.797063 0.415619
730 2.831102 13.380921 0.797507 0.415662
731 2.833932 13.397530 0.797628 0.415551
732 2.837516 13.412446 0.799084 0.416316
733 2.839607 13.425540 0.799026 0.415997
734 2.843092 13.442982 0.799703 0.416757
735 2.846083 13.457429 0.800462 0.417222
736 2.848022 13.470303 0.800258 0.416800
737 2.851472 13.488179 0.800921 0.416969
738 2.855016 13.505717 0.801657 0.417755
739 2.856970 13.518948 0.801435 0.417136
740 2.860197 13.536345 0.801874 0.417339
741 2.863179 13.551621 0.802465 0.417592
742 2.866282 13.566810 0.803256 0.417858
743 2.869117 13.583684 0.803233 0.418086
744 2.872231 13.597546 0.804312 0.418595
745 2.874608 13.612028 0.804290 0.418461
746 2.877336 13.627735 0.804478 0.418370
747 2.880695 13.644167 0.805271 0.418917
748 2.883309 13.659458 0.805365 0.418936
749 2.886569 13.677726 0.805729 0.418770
750 2.889367 13.693239 0.806018 0.418889
751 2.892609 13.707117 0.807201 0.419733
752 2.895173 13.721752 0.807367 0.419819
753 2.898355 13.737418 0.808103 0.420302
754 2.901495 13.754500 0.808489 0.420514
755 2.904642 13.770307 0.809141 0.420979
756 2.906722 13.782636 0.809347 0.420308
757 2.910221 13.799433 0.810150 0.421292
758 2.912921 13.812994 0.810759 0.421495
759 2.915684 13.828356 0.811099 0.421352
760 2.919386 13.845304 0.812099 0.422614
761 2.921448 13.858818 0.811972 0.421985
762 2.923962 13.870777 0.812634 0.422459
763 2.927117 13.886300 0.813331 0.423077
764 2.929374 13.904168 0.812532 0.421949
765 2.932885 13.918594 0.813875 0.423215
766 2.935993 13.934549 0.814556 0.423184
767 2.937820 13.946533 0.814393 0.422813
768 2.941621 13.964365 0.815436 0.423621
769 2.944390 13.979568 0.815791 0.423606
770 2.946758 13.993972 0.815767 0.423506
771 2.950487 14.011149 0.816838 0.424421
772 2.953258 14.027415 0.817013 0.424085
773 2.955307 14.041269 0.816748 0.423585
774 2.958929 14.055752 0.818256 0.424801
775 2.961728 14.071122 0.818548 0.425056
776 2.962925 14.085266 0.817160 0.423644
777 2.967045 14.101720 0.818909 0.424912
778 2.970248 14.116739 0.819837 0.425401
779 2.971929 14.129920 0.819218 0.424779
780 2.975317 14.145346 0.820218 0.425685
781 2.978160 14.160074 0.820769 0.425808
782 2.980104 14.172330 0.820635 0.425757
783 2.983075 14.187158 0.821317 0.426022
784 2.985686 14.201442 0.821595 0.426293
785 2.988435 14.216819 0.821876 0.426288
786 2.992007 14.232542 0.823105 0.427083
787 2.993829 14.246286 0.822626 0.426183
788 2.997550 14.263205 0.823761 0.427053
789 3.000679 14.279992 0.824182 0.427353
790 3.002713 14.294527 0.823732 0.426823
791 3.006688 14.311512 0.825136 0.428070
792 3.008741 14.324962 0.824962 0.427635
793 3.011904 14.338880 0.826029 0.428427
794 3.013974 14.353941 0.825502 0.427896
795 3.017508 14.369413 0.826705 0.428816
796 3.019650 14.384799 0.826202 0.428291
797 3.023095 14.400366 0.827304 0.428988
798 3.026349 14.415957 0.828179 0.429419
799 3.028622 14.431634 0.827759 0.429059
800 3.031963 14.447267 0.828704 0.429696
801 3.034659 14.464217 0.828585 0.429395
802 3.037560 14.476587 0.829672 0.430086
803 3.040914 14.493654 0.830398 0.430234
804 3.042824 14.508707 0.829580 0.429916
805 3.046449 14.524018 0.830939 0.430916
806 3.049301 14.538720 0.831493 0.431112
807 3.051819 14.552269 0.831855 0.431222
808 3.054184 14.566442 0.831929 0.430947
809 3.057416 14.580806 0.832925 0.431993
810 3.060542 14.596030 0.833754 0.432208
811 3.062557 14.611715 0.832981 0.431702
812 3.065453 14.627172 0.833378 0.432031
813 3.068442 14.642967 0.833903 0.432075
814 3.071060 14.658349 0.833957 0.432184
815 3.074528 14.675024 0.834885 0.432604
816 3.077005 14.688611 0.835175 0.432720
817 3.080182 14.704066 0.835941 0.433259
818 3.082476 14.716915 0.836214 0.433084
819 3.084826 14.731651 0.836085 0.432967
820 3.088858 14.748887 0.837554 0.434045
821 3.090682 14.763294 0.836830 0.433479
822 3.094001 14.780554 0.837469 0.433573
823 3.097146 14.794831 0.838376 0.434541
824 3.099819 14.809852 0.838713 0.434211
825 3.102587 14.823981 0.839195 0.434761
826 3.105538 14.840932 0.839436 0.434554
827 3.108054 14.853947 0.839813 0.435125
828 3.110395 14.868562 0.839738 0.434855
829 3.113405 14.882595 0.840659 0.435200
830 3.115822 14.897077 0.840724 0.434955
831 3.118649 14.910942 0.841302 0.435740
832 3.121046 14.926494 0.841165 0.435121
833 3.124692 14.942510 0.842381 0.436120
834 3.127815 14.959411 0.842772 0.436391
835 3.129741 14.968815 0.843222 0.436743
836 3.132219 14.983915 0.843221 0.436516
837 3.134873 14.999675 0.843351 0.436160
838 3.137880 15.014747 0.843924 0.436838
839 3.140227 15.028192 0.844163 0.436520
840 3.143257 15.043352 0.844752 0.437183
841 3.146527 15.058789 0.845676 0.437672
842 3.147950 15.070351 0.845102 0.436941
843 3.150693 15.085150 0.845489 0.437052
844 3.154396 15.098487 0.847366 0.438422
845 3.155993 15.111669 0.846588 0.437940
846 3.158476 15.125900 0.846801 0.437750
847 3.161111 15.140588 0.847054 0.437860
848 3.164311 15.154728 0.848167 0.438470
849 3.166659 15.168613 0.848265 0.438282
850 3.169653 15.182903 0.849030 0.438897
851 3.172623 15.197223 0.849768 0.439440
852 3.174367 15.209261 0.849525 0.438840
853 3.177674 15.225065 0.850356 0.439553
854 3.180251 15.238632 0.850816 0.439610
855 3.182500 15.250741 0.851118 0.439785
856 3.185756 15.264096 0.852384 0.440901
857 3.187536 15.276299 0.852121 0.440432
858 3.190581 15.291339 0.852849 0.440748
859 3.192866 15.304051 0.853079 0.440830
860 3.194636 15.316111 0.852830 0.440389
861 3.197504 15.330579 0.853447 0.440654
862 3.201046 15.346378 0.854546 0.441714
863 3.202823 15.360626 0.853844 0.440933
864 3.205406 15.373327 0.854409 0.441474
865 3.208116 15.387876 0.854841 0.441456
866 3.211231 15.401790 0.855798 0.442404
867 3.213019 15.412260 0.855914 0.442194
868 3.215126 15.424733 0.855998 0.442033
869 3.218452 15.439666 0.857045 0.442868
870 3.221249 15.454051 0.857545 0.443260
871 3.222817 15.465861 0.857151 0.442440
872 3.225737 15.478600 0.858172 0.443131
873 3.228337 15.492632 0.858474 0.443494
874 3.230455 15.505630 0.858466 0.443234
875 3.233837 15.520469 0.859600 0.444150
876 3.235925 15.533226 0.859586 0.443980
877 3.238085 15.545922 0.859660 0.443949
878 3.240238 15.558074 0.859885 0.443814
879 3.243542 15.572061 0.861131 0.444667
880 3.245707 15.585354 0.861066 0.444621
881 3.248030 15.596173 0.861777 0.444897
882 3.250889 15.611258 0.862182 0.445346
883 3.253382 15.626803 0.862137 0.444945
884 3.256580 15.641687 0.863057 0.445563
885 3.258960 15.655721 0.863191 0.445276
886 3.260579 15.664915 0.863224 0.445663
887 3.264419 15.681874 0.864551 0.446437
888 3.266343 15.694439 0.864320 0.446340
889 3.268292 15.707613 0.864126 0.445635
890 3.272185 15.721965 0.866012 0.447096
891 3.274045 15.734742 0.865719 0.446652
892 3.277146 15.750557 0.866357 0.446891
893 3.279996 15.764960 0.867022 0.446930
894 3.282733 15.779700 0.867339 0.447344
895 3.284945 15.793154 0.867322 0.447229
896 3.288883 15.809808 0.868812 0.448243
897 3.291569 15.823742 0.869335 0.448335
898 3.293696 15.836744 0.869262 0.448385
899 3.296736 15.852785 0.869722 0.448744
900 3.299299 15.865924 0.870288 0.448720
901 3.301478 15.878840 0.870291 0.448864
902 3.304223 15.890516 0.871341 0.449456
903 3.306972 15.905386 0.871684 0.449711
904 3.309525 15.919855 0.871956 0.449472
905 3.313178 15.935572 0.873266 0.450430
906 3.314996 15.947658 0.873068 0.450043
907 3.317685 15.961810 0.873509 0.450269
908 3.320762 15.977064 0.874207 0.450684
909 3.322430 15.988357 0.874022 0.450132
910 3.325893 16.003656 0.875140 0.451142
911 3.327412 16.014455 0.874860 0.450577
912 3.330254 16.028290 0.875488 0.451285
913 3.332541 16.042439 0.875503 0.450795
914 3.335304 16.054992 0.876338 0.451477
915 3.337616 16.069692 0.876245 0.451024
916 3.340963 16.083858 0.877428 0.452210
917 3.343431 16.098133 0.877558 0.452225
918 3.346691 16.113048 0.878559 0.452859
919 3.348490 16.127322 0.877861 0.452172
920 3.351778 16.143512 0.878671 0.452470
921 3.354490 16.158140 0.879017 0.452734
922 3.357403 16.172154 0.879770 0.453181
923 3.361084 16.188242 0.881061 0.454018
924 3.363203 16.202999 0.880639 0.453665
925 3.365331 16.216562 0.880499 0.453427
926 3.368408 16.232188 0.881112 0.453810
927 3.371158 16.247488 0.881429 0.453743
928 3.373988 16.263415 0.881669 0.453840
929 3.377398 16.280570 0.882411 0.454171
930 3.379507 16.293585 0.882342 0.454088
931 3.382767 16.309331 0.883180 0.454556
932 3.384490 16.323917 0.882398 0.453430
933 3.387452 16.337888 0.883130 0.454304
934 3.390902 16.352668 0.884356 0.455318
935 3.392749 16.366252 0.883943 0.454470
936 3.396349 16.382954 0.885042 0.454973
937 3.398877 16.398674 0.884923 0.454894
938 3.401684 16.415223 0.884966 0.455015
939 3.403931 16.427617 0.885279 0.454850
940 3.407772 16.445162 0.886440 0.455710
941 3.410160 16.457891 0.886758 0.456034
942 3.412588 16.472003 0.886959 0.455690
943 3.416047 16.488372 0.887836 0.456568
944 3.418422 16.502296 0.888015 0.456176
945 3.421324 16.515897 0.888777 0.456939
946 3.423573 16.529196 0.888796 0.457059
947 3.426011 16.543654 0.888944 0.456635
948 3.429553 16.559215 0.890091 0.457739
949 3.432291 16.575880 0.890093 0.457493
950 3.435040 16.590667 0.890453 0.457758
951 3.436815 16.602834 0.890195 0.457278
952 3.439690 16.614804 0.891369 0.457863
953 3.442354 16.629692 0.891601 0.458026
954 3.445037 16.643099 0.892193 0.458349
955 3.447254 16.657801 0.891967 0.457851
956 3.450388 16.672431 0.892818 0.458626
957 3.453192 16.686627 0.893343 0.459155
958 3.455169 16.700545 0.893000 0.458467
959 3.458587 16.716004 0.894059 0.459284
960 3.461383 16.731454 0.894319 0.459565
961 3.463036 16.743921 0.893858 0.458860
962 3.466461 16.759042 0.895031 0.459603
963 3.468839 16.775337 0.894639 0.459142
964 3.471690 16.789105 0.895360 0.459594
965 3.473958 16.805891 0.894672 0.459173
966 3.477326 16.819868 0.896051 0.459885
967 3.479881 16.834747 0.896093 0.460168
968 3.483278 16.850273 0.897145 0.460813
969 3.485119 16.863898 0.896654 0.460199
970 3.488603 16.879090 0.897808 0.461295
971 3.489870 16.891961 0.896771 0.460172
972 3.493741 16.905790 0.898801 0.461453
973 3.495621 16.920403 0.898123 0.460832
974 3.498921 16.936244 0.898942 0.461511
975 3.502493 16.952977 0.899942 0.462211
976 3.504276 16.967602 0.899229 0.461137
977 3.507830 16.985874 0.899793 0.461933
978 3.509909 16.998503 0.899768 0.461881
979 3.512549 17.014198 0.899928 0.461386
980 3.516564 17.030831 0.901397 0.462962
981 3.518214 17.044837 0.900558 0.462214
982 3.521472 17.060937 0.901356 0.462473
983 3.524812 17.076333 0.902335 0.463197
984 3.527709 17.091858 0.902697 0.463607
985 3.529212 17.104565 0.901969 0.462832
986 3.532986 17.121730 0.903177 0.463475
987 3.535816 17.136143 0.903682 0.464024
988 3.538549 17.149870 0.904322 0.464137
989 3.541059 17.164664 0.904332 0.464360
990 3.543936 17.178400 0.905162 0.464570
991 3.545967 17.191969 0.904880 0.464312
992 3.548810 17.207025 0.905264 0.464778
993 3.551030 17.220223 0.905330 0.464639
994 3.553397 17.234339 0.905416 0.464380
995 3.556100 17.248835 0.905768 0.464693
996 3.559459 17.264845 0.906630 0.465387
997 3.562059 17.280128 0.906743 0.465251
998 3.565135 17.294970 0.907485 0.465897
999 3.567624 17.309999 0.907460 0.465908
1000 3.569960 17.324212 0.907544 0.465373
1001 3.572879 17.338771 0.908161 0.465859
1002 3.575590 17.354693 0.908266 0.465784
1003 3.577691 17.367601 0.908207 0.465720
1004 3.580534 17.382289 0.908756 0.465894
1005 3.584106 17.396976 0.910097 0.467272
1006 3.585013 17.408297 0.908989 0.465827
1007 3.587904 17.423650 0.909454 0.465955
1008 3.591511 17.438705 0.910731 0.467439
1009 3.593307 17.452477 0.910204 0.466551
1010 3.595592 17.466264 0.910245 0.466312
1011 3.600013 17.482604 0.912325 0.468174
1012 3.600945 17.495481 0.910846 0.466804
1013 3.605226 17.512329 0.912720 0.468148
1014 3.606904 17.525929 0.912029 0.467382
1015 3.609076 17.537804 0.912319 0.467380
1016 3.611336 17.551939 0.912171 0.467394
1017 3.614927 17.564238 0.914059 0.469091
1018 3.616855 17.578531 0.913556 0.468374
1019 3.620144 17.596060 0.914033 0.468672
1020 3.622385 17.609479 0.914066 0.468568
1021 3.625500 17.625193 0.914676 0.469102
1022 3.627471 17.636320 0.914868 0.469038
1023 3.630275 17.651498 0.915222 0.469265
1024 3.633307 17.667547 0.915685 0.469556
1025 3.635964 17.681539 0.916096 0.469859
1026 3.638945 17.697215 0.916534 0.470320
1027 3.641363 17.711364 0.916699 0.470020
1028 3.644359 17.725557 0.917566 0.470332
1029 3.646271 17.738850 0.917158 0.470144
1030 3.648841 17.752159 0.917589 0.470532
1031 3.650677 17.764141 0.917434 0.470182
1032 3.653059 17.776546 0.917839 0.470451
1033 3.655736 17.789077 0.918608 0.470905
1034 3.657269 17.800648 0.918193 0.470196
1035 3.659999 17.814822 0.918632 0.470642
1036 3.662782 17.828257 0.919313 0.471181
1037 3.665024 17.841707 0.919396 0.470854
1038 3.667432 17.853510 0.919941 0.471318
1039 3.670290 17.867176 0.920660 0.471920
1040 3.672683 17.882409 0.920545 0.471510
1041 3.675523 17.895817 0.921319 0.472045
1042 3.678614 17.912142 0.921751 0.472537
1043 3.679670 17.922537 0.921047 0.471295
1044 3.683625 17.937305 0.922863 0.472992
1045 3.684931 17.948900 0.922093 0.472317
1046 3.686844 17.960378 0.922126 0.472182
1047 3.689266 17.973099 0.922529 0.472381
1048 3.691420 17.984543 0.922902 0.472373
1049 3.694025 17.998373 0.923291 0.472615
1050 3.697012 18.012481 0.924042 0.473421
1051 3.699856 18.027534 0.924478 0.473692
1052 3.701217 18.037927 0.924082 0.473046
1053 3.703825 18.051670 0.924489 0.473322
1054 3.707958 18.066662 0.926481 0.475160
1055 3.709468 18.078688 0.925900 0.474522
1056 3.710909 18.091084 0.925207 0.473546
1057 3.714273 18.105363 0.926445 0.474498
1058 3.716722 18.117221 0.927044 0.474938
1059 3.718350 18.130978 0.926235 0.474183
1060 3.722320 18.146588 0.927935 0.475590
1061 3.723803 18.157197 0.927666 0.474959
1062 3.726229 18.170613 0.927907 0.475134
1063 3.728763 18.180426 0.929035 0.476014
1064 3.731051 18.194369 0.929098 0.475542
1065 3.733040 18.206799 0.928948 0.475650
1066 3.735697 18.220753 0.929404 0.475811
1067 3.738033 18.231360 0.930144 0.476261
1068 3.739719 18.243971 0.929618 0.475874
1069 3.743031 18.257551 0.930993 0.476664
1070 3.743913 18.266397 0.930288 0.475926
1071 3.747263 18.282143 0.931314 0.476182
1072 3.749101 18.294051 0.931045 0.476375
1073 3.751882 18.306769 0.931864 0.477068
1074 3.752718 18.316808 0.930983 0.475569
1075 3.756238 18.329996 0.932616 0.476966
1076 3.758269 18.342900 0.932530 0.476596
1077 3.761056 18.355942 0.933310 0.477152
1078 3.763648 18.370512 0.933445 0.477600
1079 3.765928 18.381928 0.934041 0.477471
1080 3.767317 18.390869 0.933905 0.477412
1081 3.770229 18.404302 0.934829 0.477761
1082 3.772000 18.415234 0.934716 0.477899
1083 3.774863 18.428662 0.935590 0.478154
1084 3.777374 18.441567 0.936001 0.478672
1085 3.779502 18.452286 0.936525 0.478627
1086 3.781822 18.465612 0.936666 0.478656
1087 3.783891 18.479129 0.936480 0.478296
1088 3.786506 18.491868 0.937082 0.478836
1089 3.790311 18.507616 0.938549 0.480054
1090 3.791751 18.521075 0.937700 0.478631
1091 3.794936 18.534024 0.938945 0.479810
1092 3.797200 18.546055 0.939353 0.479736
1093 3.798051 18.556479 0.938303 0.478616
1094 3.801682 18.571238 0.939724 0.479957
1095 3.803888 18.584146 0.939752 0.480175
1096 3.805912 18.595839 0.939934 0.479900
1097 3.808173 18.609700 0.939894 0.479760
1098 3.811416 18.623789 0.941009 0.480673
1099 3.813247 18.633714 0.941203 0.480953
1100 3.815962 18.646846 0.941980 0.481006
1101 3.817836 18.656957 0.942217 0.481192
1102 3.820569 18.670170 0.942941 0.481481
1103 3.823447 18.684066 0.943671 0.481935
1104 3.825473 18.696597 0.943643 0.481674
1105 3.827442 18.708570 0.943608 0.481651
1106 3.830387 18.722178 0.944543 0.481972
1107 3.832601 18.734906 0.944701 0.481897
1108 3.834843 18.747737 0.944877 0.481812
1109 3.837611 18.759766 0.945844 0.482528
1110 3.839384 18.771207 0.945751 0.482092
1111 3.842367 18.783608 0.946849 0.483198
1112 3.844001 18.793294 0.946953 0.482902
1113 3.846135 18.804802 0.947196 0.483227
1114 3.848369 18.817936 0.947261 0.483231
1115 3.851112 18.829871 0.948280 0.483684
1116 3.853191 18.841788 0.948399 0.483760
1117 3.855004 18.852407 0.948604 0.483200
1118 3.857370 18.864504 0.949063 0.483462
1119 3.859674 18.876354 0.949420 0.484009
1120 3.861393 18.888357 0.949056 0.483778
1121 3.864276 18.901062 0.950080 0.484272
1122 3.865946 18.911841 0.949947 0.484044
1123 3.868343 18.922975 0.950579 0.484767
1124 3.870087 18.935123 0.950298 0.484208
1125 3.872959 18.947233 0.951342 0.485153
1126 3.874788 18.958940 0.951288 0.484638
1127 3.876971 18.969031 0.951955 0.484977
1128 3.879713 18.981774 0.952695 0.485721
1129 3.882025 18.994485 0.952998 0.485673
1130 3.884338 19.005820 0.953516 0.486147
1131 3.886846 19.020101 0.953749 0.485977
1132 3.889301 19.033827 0.954056 0.485752
1133 3.891653 19.045981 0.954439 0.486179
1134 3.893169 19.056554 0.954178 0.485749
1135 3.895745 19.069027 0.954828 0.486131
1136 3.898389 19.082504 0.955391 0.486268
1137 3.900237 19.093516 0.955367 0.486439
1138 3.903144 19.106652 0.956263 0.487160
1139 3.905423 19.118766 0.956634 0.487236
1140 3.906285 19.127323 0.956012 0.486337
1141 3.910073 19.142327 0.957583 0.487779
1142 3.911948 19.155346 0.957318 0.487073
1143 3.915308 19.169791 0.958549 0.487861
1144 3.917468 19.182127 0.958688 0.487926
1145 3.920131 19.195269 0.959342 0.488152
1146 3.921623 19.206010 0.958994 0.487749
1147 3.925080 19.221176 0.960158 0.488675
1148 3.926692 19.232088 0.959913 0.488412
1149 3.928990 19.244853 0.960174 0.488393
1150 3.932812 19.261235 0.961555 0.489419
1151 3.934773 19.275545 0.961075 0.488792
1152 3.936882 19.286246 0.961511 0.489002
1153 3.940005 19.300377 0.962501 0.489651
1154 3.941503 19.311792 0.962035 0.489087
1155 3.944469 19.325246 0.962998 0.489575
1156 3.947035 19.339455 0.963196 0.489973
1157 3.949567 19.354156 0.963426 0.489542
1158 3.951262 19.365957 0.963075 0.489313
1159 3.954917 19.380645 0.964607 0.490426
1160 3.956078 19.390317 0.964085 0.489812
1161 3.958799 19.402556 0.964986 0.490295
1162 3.960812 19.415022 0.964830 0.490527
1163 3.963993 19.427317 0.966361 0.491197
1164 3.965653 19.440228 0.965757 0.490662
1165 3.968801 19.456715 0.966326 0.490786
1166 3.970379 19.467155 0.966150 0.490517
1167 3.974346 19.482493 0.967896 0.491997
1168 3.976021 19.495590 0.967254 0.491519
1169 3.978587 19.506163 0.968252 0.492350
1170 3.981694 19.521302 0.969011 0.492821
1171 3.983400 19.535218 0.968369 0.491707
1172 3.987849 19.551462 0.970568 0.493358
1173 3.989048 19.564364 0.969406 0.492304
1174 3.991674 19.574619 0.970545 0.493245
1175 3.994168 19.589899 0.970540 0.492947
1176 3.997418 19.602869 0.971959 0.493800
1177 3.998962 19.613118 0.971769 0.493581
1178 4.000874 19.624392 0.971770 0.493773
1179 4.003790 19.638744 0.972500 0.493995
1180 4.006195 19.649829 0.973262 0.494291
1181 4.007995 19.660945 0.973192 0.494258
1182 4.011166 19.674566 0.974380 0.494907
1183 4.012805 19.687260 0.973784 0.494433
1184 4.015444 19.699754 0.974452 0.495104
1185 4.018695 19.712667 0.975910 0.495862
1186 4.020435 19.725358 0.975546 0.495071
1187 4.023190 19.737832 0.976341 0.495944
1188 4.025872 19.750067 0.977141 0.496600
1189 4.027242 19.762469 0.976339 0.495625
1190 4.030328 19.776293 0.977385 0.496135
1191 4.032448 19.787070 0.977750 0.496619
1192 4.034274 19.799120 0.977600 0.496124
1193 4.037357 19.816263 0.977873 0.496387
1194 4.038992 19.825498 0.978084 0.496118
1195 4.041272 19.835733 0.978819 0.496621
1196 4.043134 19.846568 0.978996 0.496251
1197 4.045502 19.860757 0.979056 0.496029
1198 4.048306 19.871511 0.980285 0.497189
1199 4.050714 19.885327 0.980411 0.497315
1200 4.052726 19.897390 0.980482 0.497041
1201 4.055653 19.910093 0.981467 0.497957
1202 4.058433 19.923322 0.982291 0.498116
1203 4.060571 19.936330 0.982281 0.497969
1204 4.062415 19.949511 0.981798 0.497786
1205 4.065520 19.962698 0.982998 0.498432
1206 4.067393 19.974242 0.982949 0.498319
1207 4.070007 19.987429 0.983537 0.498462
1208 4.072878 20.002370 0.984068 0.498625
1209 4.074691 20.013391 0.984092 0.498387
1210 4.077513 20.027780 0.984682 0.498568
1211 4.080521 20.039346 0.986060 0.499538
1212 4.082264 20.049823 0.986073 0.499473
1213 4.085244 20.065380 0.986629 0.499567
1214 4.087391 20.077075 0.986926 0.499568
1215 4.089638 20.088901 0.987311 0.499683
1216 4.092854 20.102509 0.988488 0.500666
1217 4.094816 20.114905 0.988396 0.500407
1218 4.097310 20.128690 0.988729 0.500252
1219 4.099599 20.140304 0.989195 0.500512
1220 4.102250 20.151335 0.990231 0.501241
1221 4.104357 20.165512 0.989951 0.500824
1222 4.106144 20.176299 0.989944 0.500789
1223 4.109614 20.190257 0.991423 0.501737
1224 4.111051 20.200303 0.991115 0.501544
1225 4.112749 20.210936 0.991071 0.501275
1226 4.116195 20.225565 0.992359 0.502167
1227 4.117930 20.238099 0.992019 0.501404
1228 4.120790 20.252072 0.992757 0.501641
1229 4.124012 20.263645 0.994290 0.503266
1230 4.124738 20.275154 0.992884 0.501737
1231 4.127708 20.287730 0.993928 0.502809
1232 4.130738 20.300585 0.995140 0.503282
1233 4.131778 20.310391 0.994456 0.502457
1234 4.135931 20.326530 0.996222 0.504165
1235 4.137689 20.339563 0.995834 0.503234
1236 4.139798 20.350555 0.996201 0.503427
1237 4.142907 20.364145 0.997332 0.503967
1238 4.145138 20.375601 0.997799 0.504033
1239 4.147441 20.388355 0.997965 0.504429
1240 4.149060 20.398572 0.997907 0.504163
1241 4.151594 20.412264 0.998223 0.504403
1242 4.155021 20.426374 0.999588 0.505399
1243 4.156443 20.438275 0.998867 0.504917
1244 4.159233 20.452747 0.999389 0.505095
1245 4.162115 20.465068 1.000470 0.505744
1246 4.164488 20.479250 1.000569 0.505403
1247 4.167345 20.493514 1.001204 0.505737
1248 4.170522 20.508673 1.002091 0.506096
1249 4.172365 20.520914 1.001864 0.505822
1250 4.174766 20.533002 1.002399 0.506000
1251 4.177937 20.548522 1.003195 0.506317
1252 4.180990 20.561569 1.004275 0.507273
1253 4.182636 20.574725 1.003644 0.506517
1254 4.185680 20.586685 1.005028 0.507285
