#	timestep	total	type0	type1	type2
1255 4.188899 20.603927 1.005528 0.507359
1256 4.191260 20.616833 1.005766 0.507662
1257 4.193459 20.629842 1.005953 0.507098
1258 4.196339 20.644587 1.006426 0.507743
1259 4.199849 20.660537 1.007515 0.508492
1260 4.201550 20.674018 1.006916 0.507619
1261 4.203379 20.683160 1.007289 0.507961
1262 4.206547 20.698425 1.008107 0.508433
1263 4.209617 20.712863 1.008995 0.508863
1264 4.210968 20.725591 1.008017 0.508150
1265 4.214170 20.739118 1.009285 0.508763
1266 4.216369 20.752482 1.009203 0.508922
1267 4.218440 20.764223 1.009453 0.508605
1268 4.220920 20.775096 1.010289 0.509271
1269 4.223099 20.787214 1.010550 0.509179
1270 4.226457 20.803440 1.011379 0.509787
1271 4.229043 20.816960 1.011859 0.509862
1272 4.231498 20.830702 1.012026 0.510183
1273 4.233689 20.843365 1.012169 0.510096
1274 4.237402 20.858872 1.013637 0.510990
1275 4.238778 20.870194 1.013019 0.510398
1276 4.241913 20.881542 1.014624 0.511439
1277 4.243398 20.893972 1.013794 0.511242
1278 4.245668 20.906311 1.014160 0.511057
1279 4.248622 20.920056 1.015053 0.511465
1280 4.250894 20.930569 1.015731 0.511871
1281 4.252207 20.942438 1.014874 0.511305
1282 4.255514 20.957719 1.015860 0.511922
1283 4.257922 20.970923 1.016207 0.511780
1284 4.260227 20.982822 1.016654 0.511926
1285 4.263535 20.997828 1.017698 0.512592
1286 4.264808 21.007983 1.017162 0.512214
1287 4.268457 21.023332 1.018530 0.513288
1288 4.270543 21.038302 1.018070 0.512678
1289 4.273545 21.050021 1.019344 0.513872
1290 4.275191 21.062602 1.018905 0.512923
1291 4.278301 21.075661 1.020049 0.513953
1292 4.281079 21.090816 1.020475 0.513756
1293 4.284062 21.106752 1.020889 0.514066
1294 4.286867 21.120587 1.021577 0.514304
1295 4.288717 21.131672 1.021575 0.514327
1296 4.291953 21.144841 1.022890 0.515320
1297 4.293315 21.156901 1.022153 0.514375
1298 4.296516 21.172067 1.023053 0.514815
1299 4.298710 21.183551 1.023354 0.515292
1300 4.300917 21.198394 1.023158 0.514477
1301 4.303962 21.210047 1.024552 0.515517
1302 4.305890 21.220598 1.024749 0.515744
1303 4.307866 21.233440 1.024595 0.515376
1304 4.311118 21.247109 1.025892 0.516030
1305 4.313456 21.260404 1.026050 0.516129
1306 4.315395 21.272900 1.025903 0.515859
1307 4.318570 21.286412 1.027086 0.516664
1308 4.320263 21.298036 1.026783 0.516410
1309 4.323193 21.311389 1.027759 0.516734
1310 4.325271 21.324523 1.027578 0.516792
1311 4.328386 21.338748 1.028609 0.517131
1312 4.330123 21.349116 1.028571 0.517337
1313 4.332609 21.362026 1.029028 0.517515
1314 4.335295 21.374935 1.029783 0.517703
1315 4.337334 21.387196 1.029741 0.517843
1316 4.339681 21.397804 1.030603 0.517870
1317 4.342531 21.413357 1.030925 0.518130
1318 4.344888 21.426171 1.031283 0.518025
1319 4.347998 21.441947 1.031870 0.518562
1320 4.349792 21.453542 1.031795 0.518028
1321 4.352305 21.465022 1.032436 0.519061
1322 4.354269 21.478379 1.032264 0.518177
1323 4.356970 21.491083 1.033037 0.518592
1324 4.359654 21.502846 1.033896 0.519494
1325 4.361136 21.515448 1.033248 0.518375
1326 4.364930 21.528689 1.035122 0.520404
1327 4.366323 21.539848 1.034741 0.519123
1328 4.368784 21.552040 1.035239 0.519709
1329 4.371690 21.566365 1.035957 0.519948
1330 4.373969 21.577770 1.036437 0.520299
1331 4.375689 21.589247 1.036254 0.519871
1332 4.378775 21.604801 1.036889 0.520293
1333 4.381295 21.616855 1.037589 0.520558
1334 4.383840 21.627577 1.038567 0.521198
1335 4.386018 21.641927 1.038300 0.520981
1336 4.388411 21.655455 1.038550 0.520814
1337 4.391562 21.671642 1.039106 0.521304
1338 4.393785 21.681037 1.039954 0.521858
1339 4.396294 21.694761 1.040302 0.521793
1340 4.399007 21.708231 1.040903 0.522198
1341 4.401588 21.723835 1.040920 0.522015
1342 4.403091 21.733475 1.040803 0.521859
1343 4.406046 21.748220 1.041454 0.522242
1344 4.407864 21.759915 1.041369 0.521792
1345 4.410888 21.774453 1.042083 0.522541
1346 4.413723 21.787954 1.042860 0.522942
1347 4.415289 21.800604 1.042217 0.522265
1348 4.418253 21.814465 1.043109 0.522621
1349 4.421141 21.825602 1.044428 0.523530
1350 4.423740 21.839457 1.044764 0.523927
1351 4.424773 21.848973 1.044193 0.522889
1352 4.427784 21.862041 1.045241 0.523699
1353 4.429975 21.876455 1.044970 0.523514
1354 4.432637 21.887973 1.045942 0.524081
1355 4.435119 21.901737 1.046257 0.523947
1356 4.437810 21.914687 1.046927 0.524464
1357 4.439155 21.925553 1.046434 0.523644
1358 4.441630 21.937300 1.047027 0.524373
1359 4.444216 21.947517 1.048159 0.525144
1360 4.445694 21.960809 1.047290 0.524195
1361 4.448436 21.974370 1.047967 0.524377
1362 4.451517 21.988038 1.048897 0.525477
1363 4.454191 22.003671 1.049075 0.525174
1364 4.456034 22.014634 1.049130 0.525049
1365 4.458472 22.029793 1.049055 0.524820
1366 4.461357 22.042128 1.050113 0.525565
1367 4.463783 22.056282 1.050259 0.525379
1368 4.465849 22.065739 1.050899 0.525761
1369 4.468354 22.081500 1.050795 0.525440
1370 4.470587 22.091672 1.051432 0.526123
1371 4.472955 22.106009 1.051421 0.526037
1372 4.475844 22.118164 1.052594 0.526525
1373 4.477887 22.130446 1.052577 0.526572
1374 4.480652 22.144361 1.053164 0.526894
1375 4.482481 22.155822 1.053067 0.526793
1376 4.484850 22.168076 1.053513 0.526970
1377 4.487433 22.181485 1.053993 0.527143
1378 4.490453 22.194597 1.055040 0.527962
1379 4.492052 22.205044 1.054862 0.527821
1380 4.495066 22.218832 1.055885 0.528023
1381 4.497006 22.231559 1.055627 0.527968
1382 4.499193 22.241824 1.056250 0.528334
1383 4.502181 22.256380 1.056972 0.528817
1384 4.503954 22.267849 1.056867 0.528409
1385 4.507141 22.281363 1.058126 0.528980
1386 4.509233 22.294557 1.057999 0.528847
1387 4.511113 22.304837 1.058254 0.528824
1388 4.513699 22.317752 1.058784 0.529306
1389 4.516692 22.329732 1.060072 0.530130
1390 4.517696 22.339825 1.059324 0.529055
1391 4.520731 22.357532 1.059454 0.529039
1392 4.523295 22.369084 1.060215 0.529826
1393 4.525940 22.382018 1.060961 0.529781
1394 4.527973 22.395083 1.060778 0.529644
1395 4.531432 22.408800 1.062239 0.530834
1396 4.532673 22.419335 1.061661 0.530061
1397 4.535037 22.432702 1.061872 0.530030
1398 4.537710 22.445039 1.062664 0.530565
1399 4.539462 22.457432 1.062385 0.529801
1400 4.542610 22.472777 1.063106 0.530459
1401 4.545374 22.486824 1.063658 0.530784
1402 4.546224 22.493896 1.063276 0.530344
1403 4.549329 22.508729 1.064024 0.531146
1404 4.551997 22.522582 1.064505 0.531377
1405 4.554203 22.535530 1.064699 0.530895
1406 4.556939 22.547683 1.065535 0.531812
1407 4.559975 22.562800 1.066153 0.532436
1408 4.561318 22.574089 1.065551 0.531614
1409 4.564196 22.586179 1.066680 0.532278
1410 4.566480 22.600240 1.066680 0.531922
1411 4.569255 22.612984 1.067475 0.532646
1412 4.571389 22.627152 1.067285 0.532043
1413 4.574148 22.638075 1.068428 0.533102
1414 4.575726 22.649639 1.067979 0.532803
1415 4.578162 22.662355 1.068522 0.532528
1416 4.581072 22.675424 1.069367 0.533538
1417 4.582671 22.684861 1.069472 0.533275
1418 4.584058 22.696043 1.068929 0.532591
1419 4.587220 22.710849 1.069843 0.533100
1420 4.589916 22.723070 1.070542 0.534259
1421 4.591883 22.735751 1.070513 0.533493
1422 4.594027 22.748528 1.070497 0.533647
1423 4.597599 22.764168 1.071792 0.534258
1424 4.598442 22.772685 1.071088 0.533616
1425 4.601789 22.786330 1.072428 0.534691
1426 4.603470 22.797118 1.072331 0.534376
1427 4.605769 22.809215 1.072629 0.534881
1428 4.606808 22.819358 1.071838 0.534136
1429 4.609945 22.829981 1.073639 0.535133
1430 4.611318 22.839753 1.073342 0.534787
1431 4.613201 22.850628 1.073445 0.534797
1432 4.615760 22.861566 1.074466 0.535131
1433 4.616733 22.871065 1.073692 0.534563
1434 4.620528 22.885619 1.075379 0.536036
1435 4.622133 22.894678 1.075632 0.535590
1436 4.622999 22.905261 1.074489 0.534777
1437 4.626862 22.916897 1.076797 0.537084
1438 4.628003 22.925006 1.076655 0.536389
1439 4.630177 22.937180 1.076897 0.536297
1440 4.632182 22.948742 1.076949 0.536553
1441 4.634332 22.959874 1.077381 0.536596
1442 4.635651 22.969320 1.077086 0.536239
1443 4.638624 22.982458 1.078101 0.536882
1444 4.640553 22.992978 1.078395 0.536760
1445 4.642314 23.002964 1.078550 0.536717
1446 4.643789 23.012937 1.078237 0.536849
1447 4.646425 23.025126 1.079111 0.536980
1448 4.648284 23.035804 1.079236 0.536959
1449 4.651237 23.047582 1.080492 0.537874
1450 4.652293 23.057466 1.079866 0.536831
1451 4.656203 23.071669 1.081673 0.538857
1452 4.657170 23.082101 1.080865 0.537457
1453 4.660445 23.096050 1.082002 0.538613
1454 4.662515 23.110816 1.081543 0.538100
1455 4.665200 23.124672 1.082079 0.538212
1456 4.667278 23.135163 1.082492 0.538534
1457 4.669602 23.147101 1.082967 0.538640
1458 4.671226 23.157357 1.082915 0.538336
1459 4.673950 23.168587 1.083982 0.539185
1460 4.674892 23.178570 1.083145 0.538199
1461 4.677442 23.191993 1.083486 0.538716
1462 4.679950 23.204577 1.084071 0.538840
1463 4.681716 23.216322 1.083800 0.538776
1464 4.684911 23.230230 1.084979 0.539317
1465 4.687880 23.242394 1.086166 0.540221
1466 4.689009 23.252503 1.085554 0.539338
1467 4.692969 23.266525 1.087517 0.541221
1468 4.694830 23.278570 1.087434 0.540673
1469 4.696299 23.290354 1.086869 0.539964
1470 4.698870 23.300489 1.087994 0.540757
1471 4.701228 23.311822 1.088563 0.541292
1472 4.703152 23.324902 1.088375 0.540509
1473 4.705474 23.339100 1.088262 0.540694
1474 4.707736 23.350321 1.088787 0.540946
1475 4.711149 23.362682 1.090510 0.542172
1476 4.712152 23.374327 1.089426 0.540879
1477 4.715174 23.386894 1.090595 0.541770
1478 4.717258 23.398823 1.090805 0.541501
1479 4.719772 23.411447 1.091319 0.541912
1480 4.722420 23.424825 1.091908 0.542061
1481 4.725274 23.438456 1.092633 0.542655
1482 4.727329 23.450199 1.092861 0.542332
1483 4.730019 23.462753 1.093623 0.542868
1484 4.732058 23.475564 1.093479 0.542867
1485 4.734487 23.487797 1.094099 0.542729
1486 4.736532 23.499160 1.094243 0.543058
1487 4.739944 23.514239 1.095399 0.543825
1488 4.741725 23.525320 1.095412 0.543385
1489 4.745479 23.540289 1.096979 0.544667
1490 4.746217 23.547972 1.096367 0.543866
1491 4.749049 23.561906 1.097019 0.544313
1492 4.751273 23.573543 1.097359 0.544658
1493 4.754289 23.587309 1.098353 0.545013
1494 4.755649 23.597476 1.097948 0.544626
1495 4.758971 23.611875 1.099111 0.545504
1496 4.760056 23.621589 1.098465 0.544889
1497 4.763072 23.634968 1.099493 0.545492
1498 4.765304 23.647494 1.099661 0.545686
1499 4.767132 23.661801 1.099030 0.544874
1500 4.770217 23.672576 1.100689 0.545967
1501 4.771931 23.685270 1.100177 0.545604
1502 4.774395 23.695491 1.101216 0.546015
1503 4.778080 23.711038 1.102555 0.547223
1504 4.779514 23.724237 1.101649 0.546252
1505 4.781288 23.733467 1.101989 0.546307
1506 4.786224 23.751899 1.104365 0.547987
1507 4.787453 23.761864 1.103855 0.547432
1508 4.790918 23.778427 1.104771 0.547997
1509 4.792882 23.790035 1.104868 0.547783
1510 4.795901 23.805333 1.105516 0.548010
1511 4.798143 23.817050 1.105911 0.548167
1512 4.800753 23.830954 1.106285 0.548424
1513 4.802503 23.842138 1.106128 0.548368
1514 4.805880 23.855772 1.107621 0.549028
1515 4.807747 23.866604 1.107703 0.549067
1516 4.810673 23.881953 1.108205 0.549264
1517 4.812564 23.891857 1.108529 0.549410
1518 4.815089 23.905627 1.108874 0.549409
1519 4.817359 23.916201 1.109583 0.549619
1520 4.819128 23.926619 1.109499 0.550152
1521 4.822005 23.940031 1.110393 0.550426
1522 4.824828 23.953349 1.111216 0.550755
1523 4.826650 23.965736 1.110962 0.550315
1524 4.829308 23.979131 1.111493 0.550746
1525 4.831978 23.991577 1.112376 0.550792
1526 4.834333 24.006516 1.112178 0.550768
1527 4.836836 24.017915 1.112968 0.551226
1528 4.839179 24.029431 1.113488 0.551694
1529 4.840768 24.038658 1.113529 0.551831
1530 4.843551 24.053220 1.114096 0.551701
1531 4.846013 24.065631 1.114566 0.552185
1532 4.847995 24.077257 1.114783 0.551585
1533 4.851298 24.090772 1.116049 0.552820
1534 4.852982 24.101484 1.115962 0.552562
1535 4.855616 24.115027 1.116507 0.552642
1536 4.857108 24.123382 1.116709 0.552431
1537 4.861038 24.141065 1.117933 0.553428
1538 4.862906 24.152990 1.117804 0.553231
1539 4.865673 24.165550 1.118693 0.553715
1540 4.867571 24.177073 1.118697 0.553569
1541 4.869726 24.186881 1.119358 0.554044
1542 4.872288 24.198306 1.120186 0.554682
1543 4.874092 24.212200 1.119577 0.554043
1544 4.876716 24.224744 1.120266 0.554490
1545 4.878921 24.235502 1.120788 0.554870
1546 4.881530 24.250995 1.120959 0.554345
1547 4.885057 24.263098 1.122816 0.555981
1548 4.886081 24.274741 1.121683 0.555014
1549 4.889755 24.288647 1.123440 0.556124
1550 4.891113 24.302660 1.122300 0.554819
1551 4.893454 24.312978 1.123098 0.555352
1552 4.896561 24.325653 1.124387 0.556161
1553 4.898795 24.339779 1.124243 0.556020
1554 4.901879 24.351834 1.125589 0.557084
1555 4.904793 24.367739 1.125927 0.557312
1556 4.905767 24.377948 1.125080 0.556336
1557 4.908820 24.389188 1.126509 0.557698
1558 4.911270 24.404556 1.126507 0.557037
1559 4.913545 24.413379 1.127452 0.558085
1560 4.915289 24.425342 1.127139 0.557831
1561 4.917888 24.438110 1.127850 0.557821
1562 4.920440 24.450801 1.128432 0.558113
1563 4.923159 24.463894 1.129081 0.558735
1564 4.924057 24.473589 1.128269 0.557677
1565 4.928209 24.488314 1.130367 0.559471
1566 4.928971 24.495694 1.129815 0.558872
1567 4.930993 24.507472 1.129977 0.558577
1568 4.933990 24.520150 1.131101 0.559386
1569 4.937427 24.533541 1.132570 0.560739
1570 4.937706 24.544547 1.130715 0.558832
1571 4.941929 24.560486 1.132767 0.560022
1572 4.943920 24.572911 1.132680 0.559887
1573 4.945669 24.583776 1.132618 0.559767
1574 4.948784 24.596012 1.134003 0.560680
1575 4.950904 24.610601 1.133686 0.560078
1576 4.953541 24.623680 1.134314 0.560308
1577 4.955801 24.633973 1.134918 0.561164
1578 4.957592 24.645190 1.134925 0.560662
1579 4.959796 24.657062 1.135261 0.560673
1580 4.962584 24.667818 1.136502 0.561675
1581 4.964480 24.679086 1.136590 0.561433
1582 4.966632 24.690093 1.136976 0.561794
1583 4.969062 24.703018 1.137402 0.561744
1584 4.971974 24.715379 1.138453 0.562652
1585 4.973933 24.727320 1.138508 0.562246
1586 4.976195 24.738407 1.139083 0.562428
1587 4.978289 24.749474 1.139305 0.563040
1588 4.981066 24.761480 1.140323 0.563624
1589 4.982185 24.772727 1.139503 0.562373
1590 4.986123 24.786910 1.141410 0.564191
1591 4.988305 24.799973 1.141421 0.564171
1592 4.990455 24.810999 1.141826 0.564427
1593 4.992164 24.823692 1.141369 0.563813
1594 4.994206 24.832429 1.142161 0.564161
1595 4.997714 24.845991 1.143747 0.565304
1596 4.999344 24.857422 1.143506 0.564615
1597 5.001874 24.872535 1.143498 0.564720
1598 5.004124 24.882723 1.144270 0.564940
1599 5.006693 24.894614 1.144990 0.565583
1600 5.008981 24.907841 1.145127 0.565540
1601 5.010918 24.919022 1.145284 0.565349
1602 5.013377 24.929201 1.146175 0.566364
1603 5.014715 24.939412 1.145815 0.565621
1604 5.017238 24.953894 1.146000 0.565532
1605 5.020832 24.968543 1.147476 0.566544
1606 5.022039 24.978725 1.146859 0.566073
1607 5.024596 24.993200 1.147131 0.565850
1608 5.027590 25.004708 1.148462 0.566981
1609 5.029156 25.015701 1.148202 0.566426
1610 5.032507 25.032803 1.148820 0.566960
1611 5.035224 25.044776 1.149806 0.567343
1612 5.036518 25.057040 1.148846 0.566685
1613 5.040495 25.071512 1.150968 0.567589
1614 5.042586 25.082850 1.151207 0.567837
1615 5.044132 25.092112 1.151340 0.567320
1616 5.046585 25.104365 1.151866 0.567682
1617 5.049015 25.115553 1.152600 0.568137
1618 5.050878 25.126325 1.152745 0.567960
1619 5.053534 25.138574 1.153557 0.568402
1620 5.054821 25.148856 1.152987 0.568126
1621 5.057305 25.160495 1.153643 0.568760
1622 5.059431 25.171565 1.154129 0.568504
1623 5.061994 25.184452 1.154657 0.568883
1624 5.064678 25.195881 1.155742 0.569218
1625 5.066412 25.206378 1.155750 0.569096
1626 5.067717 25.215085 1.155621 0.568731
1627 5.070928 25.229136 1.156688 0.569676
1628 5.072477 25.238379 1.156746 0.569499
1629 5.075679 25.255089 1.157349 0.569584
1630 5.077891 25.264854 1.158099 0.570100
1631 5.080662 25.276525 1.159133 0.570915
1632 5.081767 25.289586 1.157899 0.569415
1633 5.085120 25.300752 1.159670 0.571288
1634 5.086514 25.311895 1.159171 0.570508
1635 5.089719 25.321622 1.161224 0.571796
1636 5.090979 25.331387 1.160821 0.571200
1637 5.093369 25.342591 1.161504 0.571608
1638 5.096081 25.356140 1.162128 0.571831
1639 5.099199 25.366845 1.163734 0.573415
1640 5.100030 25.377155 1.162663 0.572375
1641 5.102130 25.389409 1.162858 0.571939
1642 5.105306 25.400898 1.164431 0.573214
1643 5.107521 25.410442 1.165197 0.573897
1644 5.109333 25.420678 1.165502 0.573311
1645 5.111915 25.431807 1.166306 0.574456
1646 5.113651 25.443353 1.166162 0.573906
1647 5.115816 25.455194 1.166412 0.574054
1648 5.117224 25.466318 1.165964 0.573169
1649 5.120174 25.477087 1.167378 0.574444
1650 5.122236 25.488173 1.167697 0.574458
1651 5.124165 25.499848 1.167665 0.574481
1652 5.126349 25.510320 1.168245 0.574796
1653 5.129246 25.523045 1.169255 0.575409
1654 5.129791 25.533146 1.167905 0.573976
1655 5.134155 25.547741 1.170364 0.575731
1656 5.135560 25.555012 1.170605 0.575929
1657 5.137371 25.568258 1.170165 0.575308
1658 5.140598 25.579994 1.171824 0.576298
1659 5.141188 25.588097 1.170907 0.575403
1660 5.143960 25.601999 1.171465 0.575902
1661 5.147662 25.615378 1.173360 0.577151
1662 5.149751 25.627864 1.173297 0.577453
1663 5.151710 25.642070 1.172807 0.576963
1664 5.154570 25.655229 1.173806 0.576964
1665 5.157502 25.667339 1.174919 0.577999
1666 5.158543 25.677904 1.174157 0.576724
1667 5.159945 25.686104 1.174185 0.576829
1668 5.163094 25.700985 1.175087 0.577231
1669 5.165573 25.712636 1.175740 0.577841
1670 5.166626 25.720594 1.175414 0.577507
1671 5.170003 25.732826 1.177059 0.578956
1672 5.171609 25.747529 1.176031 0.578006
1673 5.174018 25.760075 1.176549 0.577835
1674 5.177207 25.772304 1.178004 0.578923
1675 5.178557 25.780824 1.177895 0.578939
1676 5.180677 25.793094 1.178021 0.578881
1677 5.184343 25.807330 1.179671 0.580045
1678 5.185389 25.816382 1.179146 0.579365
1679 5.187099 25.825971 1.179332 0.579300
1680 5.190061 25.838021 1.180504 0.580329
1681 5.192329 25.846149 1.181663 0.581173
1682 5.194232 25.857762 1.181714 0.580776
1683 5.195262 25.866386 1.181265 0.580127
1684 5.198408 25.878265 1.182741 0.581222
1685 5.199779 25.885454 1.183021 0.581133
1686 5.201591 25.896072 1.183061 0.581226
1687 5.204377 25.908971 1.183904 0.581677
1688 5.206479 25.918886 1.184498 0.581993
1689 5.207066 25.928249 1.183375 0.580650
1690 5.210405 25.939256 1.185223 0.582281
1691 5.212994 25.950120 1.186315 0.582585
1692 5.212922 25.958511 1.184478 0.581106
1693 5.216853 25.971216 1.186672 0.583217
1694 5.218082 25.981483 1.186200 0.582212
1695 5.221569 25.994168 1.187925 0.583546
1696 5.223477 26.007665 1.187533 0.583067
1697 5.225674 26.015702 1.188624 0.583850
1698 5.227847 26.029203 1.188657 0.583250
1699 5.231382 26.042794 1.190206 0.584676
1700 5.231599 26.051353 1.188794 0.583064
1701 5.235057 26.065214 1.190246 0.584144
1702 5.236915 26.073668 1.190856 0.584401
1703 5.238870 26.082909 1.191344 0.584935
1704 5.240439 26.093509 1.191175 0.584422
1705 5.242664 26.102223 1.192105 0.585341
1706 5.245382 26.115124 1.192856 0.585742
1707 5.247955 26.128856 1.193274 0.585783
1708 5.249847 26.139260 1.193492 0.585853
1709 5.252306 26.151286 1.194150 0.585952
1710 5.255083 26.163560 1.195074 0.586643
1711 5.256706 26.175546 1.194705 0.585870
1712 5.260315 26.187518 1.196700 0.587570
1713 5.262035 26.198498 1.196588 0.587359
1714 5.264092 26.210668 1.196661 0.587243
1715 5.267477 26.224941 1.197904 0.588305
1716 5.268909 26.235395 1.197659 0.587427
1717 5.270247 26.244104 1.197460 0.587538
1718 5.273254 26.257183 1.198572 0.588051
1719 5.274447 26.266416 1.198169 0.587592
1720 5.277294 26.276569 1.199630 0.588671
1721 5.279517 26.289554 1.199703 0.588735
1722 5.282395 26.302620 1.200628 0.589239
1723 5.283819 26.312659 1.200319 0.588982
1724 5.285559 26.323990 1.200233 0.588432
1725 5.289241 26.337875 1.201974 0.589675
1726 5.290040 26.348774 1.200732 0.588538
1727 5.292741 26.360057 1.201829 0.589073
1728 5.296465 26.373945 1.203504 0.590827
1729 5.297908 26.383468 1.203366 0.590514
1730 5.299845 26.397198 1.202994 0.589899
1731 5.302453 26.410011 1.203609 0.590271
1732 5.305284 26.422285 1.204521 0.591334
1733 5.305637 26.432161 1.203048 0.589467
1734 5.310379 26.447155 1.205813 0.591863
1735 5.311758 26.460282 1.204810 0.591028
1736 5.314154 26.470639 1.205655 0.591664
1737 5.316548 26.484811 1.205763 0.591422
1738 5.319808 26.497842 1.207147 0.592416
1739 5.320670 26.510693 1.205611 0.590885
1740 5.324534 26.524372 1.207561 0.592588
1741 5.326897 26.538059 1.207659 0.592684
1742 5.329210 26.549586 1.208163 0.593024
1743 5.330110 26.561284 1.206956 0.591556
1744 5.334719 26.576660 1.209565 0.593395
1745 5.336584 26.588395 1.209444 0.593332
1746 5.337343 26.598552 1.208383 0.591977
1747 5.340755 26.613827 1.209418 0.593033
1748 5.343319 26.624506 1.210489 0.593451
1749 5.345222 26.633821 1.210982 0.593580
1750 5.347368 26.645451 1.211291 0.593592
1751 5.350145 26.657840 1.212174 0.594333
1752 5.351847 26.668572 1.212118 0.594040
1753 5.353944 26.682256 1.211929 0.593695
1754 5.356529 26.691936 1.213099 0.594841
1755 5.358871 26.702411 1.213825 0.595512
1756 5.360612 26.712610 1.214029 0.594945
1757 5.362801 26.724800 1.214119 0.595527
1758 5.365096 26.735587 1.214810 0.595747
1759 5.366743 26.748438 1.214250 0.595021
1760 5.369642 26.760568 1.215316 0.596022
1761 5.371375 26.769705 1.215665 0.595885
1762 5.372997 26.780615 1.215493 0.595397
1763 5.376009 26.790715 1.216998 0.597347
1764 5.377733 26.803292 1.216638 0.596552
1765 5.380211 26.815211 1.217442 0.596286
1766 5.382811 26.826263 1.218392 0.597038
1767 5.384380 26.834601 1.218563 0.597427
1768 5.386500 26.847080 1.218727 0.597014
1769 5.389441 26.858535 1.220076 0.597811
1770 5.391541 26.870761 1.220100 0.598086
1771 5.393438 26.882426 1.220074 0.597902
1772 5.395296 26.891130 1.220609 0.598212
1773 5.398225 26.906702 1.221049 0.598457
1774 5.400118 26.916084 1.221450 0.598822
1775 5.403303 26.927491 1.223170 0.599646
1776 5.405248 26.940334 1.222857 0.599725
1777 5.407507 26.952847 1.223041 0.600033
1778 5.410249 26.964513 1.224119 0.600503
1779 5.412422 26.977688 1.224181 0.600121
1780 5.414337 26.987446 1.224626 0.600072
1781 5.416986 26.997887 1.225629 0.601515
1782 5.418470 27.009934 1.225002 0.600877
1783 5.421481 27.020567 1.226652 0.601713
1784 5.422981 27.032513 1.226104 0.600953
1785 5.426004 27.046785 1.226880 0.601718
1786 5.427715 27.057540 1.226888 0.601197
1787 5.429849 27.068486 1.227308 0.601376
1788 5.433393 27.083077 1.228711 0.602439
1789 5.434609 27.093335 1.228117 0.601851
1790 5.437074 27.104169 1.228970 0.602391
1791 5.439864 27.115982 1.229923 0.603510
1792 5.441473 27.129304 1.229292 0.602364
1793 5.444373 27.141148 1.230346 0.603707
1794 5.446292 27.151626 1.230637 0.603576
1795 5.448525 27.162561 1.231266 0.603527
1796 5.451448 27.175307 1.232314 0.604124
1797 5.453059 27.186637 1.232070 0.603440
1798 5.454607 27.197259 1.231826 0.603082
1799 5.457973 27.208790 1.233511 0.605006
1800 5.458338 27.216572 1.232520 0.603378
1801 5.462573 27.230171 1.234917 0.605600
1802 5.464240 27.241546 1.234673 0.605203
1803 5.466313 27.254497 1.234517 0.605313
1804 5.468497 27.264924 1.235180 0.605335
1805 5.470855 27.278718 1.235224 0.605516
1806 5.472512 27.289767 1.235090 0.604946
1807 5.475312 27.301233 1.236189 0.605886
1808 5.478182 27.315743 1.236816 0.606083
1809 5.479811 27.326769 1.236612 0.605650
1810 5.482358 27.339046 1.237320 0.605819
1811 5.485139 27.352375 1.237885 0.606916
1812 5.485756 27.362130 1.236815 0.605143
1813 5.490928 27.379385 1.239549 0.607986
1814 5.492572 27.391310 1.239232 0.607195
1815 5.494029 27.402119 1.238846 0.606670
1816 5.497466 27.416641 1.240189 0.607396
1817 5.499417 27.428657 1.240181 0.607120
1818 5.501368 27.441210 1.239989 0.607042
1819 5.505808 27.458147 1.241962 0.608851
1820 5.507250 27.469799 1.241414 0.608044
1821 5.509395 27.481454 1.241653 0.608306
1822 5.513141 27.495621 1.243383 0.609694
1823 5.513928 27.508013 1.241828 0.608241
1824 5.516146 27.520021 1.242147 0.608270
1825 5.518838 27.531935 1.243027 0.608983
1826 5.520745 27.545289 1.242708 0.608349
1827 5.525100 27.562711 1.244404 0.610272
1828 5.524746 27.567599 1.243058 0.608643
1829 5.528035 27.581547 1.244282 0.609538
1830 5.530303 27.596076 1.244198 0.608951
1831 5.532945 27.606773 1.245231 0.609973
1832 5.534945 27.618234 1.245430 0.609719
1833 5.537619 27.632619 1.245766 0.610033
1834 5.539447 27.644108 1.245719 0.609695
1835 5.542150 27.655803 1.246685 0.610359
1836 5.543997 27.667688 1.246475 0.610395
1837 5.546887 27.680589 1.247487 0.610786
1838 5.547852 27.690871 1.246563 0.609992
1839 5.552030 27.705999 1.248670 0.611497
1840 5.553792 27.715395 1.249046 0.611171
1841 5.555281 27.729055 1.247940 0.610873
1842 5.557533 27.741465 1.248252 0.610726
1843 5.561189 27.754702 1.250043 0.612262
1844 5.562730 27.766923 1.249452 0.611651
1845 5.564351 27.778541 1.249138 0.611012
1846 5.567384 27.793041 1.249955 0.611443
1847 5.568918 27.803644 1.249643 0.611290
1848 5.571930 27.817245 1.250663 0.611680
1849 5.574395 27.829003 1.251285 0.612226
1850 5.575984 27.840525 1.250979 0.611466
1851 5.578235 27.852270 1.251318 0.611869
1852 5.580216 27.863622 1.251499 0.611680
1853 5.582878 27.874986 1.252462 0.612434
1854 5.584663 27.887946 1.252029 0.611915
1855 5.587034 27.899250 1.252581 0.612630
1856 5.589278 27.914988 1.252183 0.611948
1857 5.591464 27.926079 1.252651 0.612100
1858 5.593998 27.938403 1.253311 0.612339
1859 5.595397 27.949326 1.252821 0.611773
1860 5.597948 27.960695 1.253633 0.612460
1861 5.600442 27.969791 1.254841 0.613500
