#	r	total	0-0	0-1	0-2	1-1	1-2	2-2
12.011303 1.022160 0.988357 0.984918 1.013051 1.071951 0.954475 1.116934
12.046068 1.024104 0.992434 0.980743 1.019160 1.078595 0.951961 1.117833
12.080833 1.025084 0.992087 0.977331 1.021842 1.083309 0.949350 1.120866
12.115598 1.026277 0.994237 0.973773 1.024659 1.088238 0.947598 1.119654
12.150363 1.026962 0.997758 0.969604 1.026574 1.092161 0.945676 1.122916
12.185128 1.028418 1.000227 0.967390 1.033826 1.095861 0.945034 1.122010
12.219893 1.028534 0.997056 0.964520 1.035049 1.098051 0.944693 1.117548
12.254658 1.029284 1.001962 0.961977 1.039102 1.101121 0.942578 1.119695
12.289423 1.029710 1.005870 0.958772 1.043713 1.102647 0.943628 1.114719
12.324188 1.029327 1.004067 0.957078 1.046144 1.102372 0.943545 1.116468
12.358953 1.028553 1.009742 0.953768 1.047553 1.102730 0.941918 1.113876
12.393718 1.027757 1.006198 0.951081 1.051366 1.102248 0.942173 1.108322
12.428483 1.027828 1.015563 0.951247 1.050409 1.101454 0.943504 1.104132
12.463248 1.026847 1.014182 0.950051 1.049822 1.099772 0.944202 1.102292
12.498013 1.025595 1.015499 0.947401 1.049862 1.097588 0.946377 1.094559
12.532778 1.024287 1.020368 0.947602 1.052065 1.094664 0.945770 1.088220
12.567543 1.023207 1.017269 0.946709 1.053864 1.091562 0.947719 1.090046
12.602308 1.021603 1.022236 0.947235 1.053526 1.087026 0.949691 1.080587
12.637073 1.020199 1.022600 0.947180 1.054332 1.083008 0.952293 1.071988
12.671838 1.017958 1.023689 0.946223 1.053204 1.077870 0.953597 1.071908
12.706603 1.016901 1.022595 0.948309 1.050403 1.074404 0.955206 1.066452
12.741368 1.014817 1.024658 0.948773 1.050864 1.068154 0.958017 1.062233
12.776133 1.013066 1.026942 0.949574 1.048656 1.062944 0.961603 1.049621
12.810898 1.011191 1.025934 0.951030 1.049850 1.056630 0.963992 1.051004
12.845663 1.009445 1.026675 0.952361 1.042882 1.050920 0.968187 1.048474
12.880428 1.007424 1.025329 0.954312 1.043413 1.045074 0.970276 1.037230
12.915193 1.005541 1.024497 0.957710 1.042660 1.037819 0.972938 1.039363
12.949958 1.004446 1.025073 0.959587 1.040310 1.032771 0.978008 1.029288
12.984723 1.002467 1.024465 0.960666 1.040407 1.025998 0.982659 1.020972
13.019487 1.000929 1.023834 0.964213 1.033873 1.019909 0.986444 1.018066
13.054252 0.999119 1.021261 0.966187 1.032809 1.014052 0.989193 1.013550
13.089017 0.997264 1.022091 0.969605 1.030917 1.007003 0.992558 1.008241
13.123782 0.995922 1.020100 0.972952 1.030123 1.000966 0.996001 1.005770
13.158547 0.994429 1.017966 0.977269 1.026041 0.994572 1.000134 0.997030
13.193312 0.992968 1.016855 0.979580 1.022342 0.988594 1.004559 0.994676
13.228077 0.991504 1.014742 0.983374 1.017456 0.982597 1.009150 0.982735
13.262842 0.991034 1.008782 0.988159 1.017090 0.977810 1.012726 0.982208
13.297607 0.989574 1.010015 0.990998 1.016583 0.972184 1.015509 0.974478
13.332372 0.988958 1.008554 0.996521 1.011115 0.967037 1.019436 0.971453
13.367137 0.988236 1.008015 0.998053 1.010705 0.962987 1.023284 0.968577
13.401902 0.987615 1.004795 1.001900 1.010026 0.958031 1.027727 0.963787
13.436667 0.986753 1.000443 1.006305 1.008623 0.953691 1.029409 0.960650
13.471432 0.986443 0.997983 1.009960 1.005574 0.950222 1.032426 0.960195
13.506197 0.986205 0.996791 1.013975 1.002402 0.946800 1.035775 0.954964
13.540962 0.986243 0.996403 1.017850 1.002281 0.943299 1.039347 0.953431
13.575727 0.985503 0.995362 1.019106 1.002699 0.940298 1.040899 0.952519
13.610492 0.985648 0.991760 1.023868 0.998006 0.938294 1.042831 0.949272
13.645257 0.986042 0.989183 1.026892 0.998114 0.936266 1.045710 0.951025
13.680022 0.985524 0.987931 1.028146 0.994469 0.935026 1.046406 0.945153
13.714787 0.985053 0.988570 1.031374 0.992999 0.932053 1.046996 0.947532
13.749552 0.985645 0.986573 1.033611 0.993574 0.931326 1.049129 0.946355
13.784317 0.985906 0.983760 1.035054 0.990849 0.931472 1.049669 0.945810
13.819082 0.985641 0.986976 1.036785 0.989623 0.930199 1.048878 0.948374
13.853847 0.985953 0.980547 1.039212 0.991292 0.930028 1.049005 0.945006
13.888612 0.986039 0.982884 1.039478 0.987631 0.930168 1.049715 0.943031
13.923377 0.986090 0.979371 1.041375 0.986589 0.930808 1.047493 0.942817
13.958142 0.986825 0.982213 1.042351 0.984811 0.931023 1.049318 0.944154
13.992907 0.986996 0.977459 1.042929 0.984541 0.933245 1.046031 0.941720
14.027672 0.987223 0.976272 1.042882 0.982108 0.934279 1.045451 0.944416
14.062437 0.987955 0.979904 1.043365 0.986057 0.936616 1.042657 0.940343
14.097202 0.988517 0.976814 1.042526 0.983205 0.938920 1.042193 0.942898
14.131967 0.989140 0.979608 1.042757 0.982785 0.941576 1.039241 0.942659
14.166732 0.989771 0.978917 1.042084 0.983134 0.944871 1.036559 0.939503
14.201497 0.990055 0.978557 1.041431 0.982250 0.947094 1.034148 0.940786
14.236262 0.990900 0.980103 1.039744 0.980247 0.951000 1.031988 0.941957
14.271027 0.991429 0.979677 1.038293 0.981497 0.954552 1.028545 0.941259
14.305792 0.992388 0.976028 1.037869 0.984544 0.958112 1.025703 0.942463
14.340557 0.992517 0.978695 1.033987 0.982195 0.962401 1.022413 0.937907
14.375322 0.993543 0.981492 1.033770 0.982232 0.966122 1.018905 0.942258
14.410087 0.994120 0.978467 1.031061 0.982509 0.970609 1.015907 0.939336
14.444852 0.994601 0.981724 1.028643 0.982764 0.974263 1.012934 0.937549
14.479617 0.995843 0.980174 1.027503 0.982466 0.979759 1.008854 0.938226
14.514382 0.996710 0.983251 1.024547 0.985231 0.983783 1.006258 0.940882
14.549147 0.997520 0.985992 1.021922 0.985427 0.988578 1.002405 0.942028
14.583912 0.999076 0.985225 1.019941 0.988954 0.993886 1.000011 0.941812
14.618677 0.998768 0.983252 1.016435 0.988170 0.997557 0.995114 0.942759
14.653442 1.000246 0.986050 1.014882 0.989014 1.002875 0.991714 0.946002
14.688207 1.000462 0.986946 1.010369 0.992267 1.006525 0.988718 0.948047
14.722972 1.001257 0.988605 1.007919 0.991192 1.011391 0.985239 0.946739
14.757737 1.002312 0.991349 1.004646 0.991595 1.016502 0.981827 0.952874
14.792502 1.002949 0.990894 1.003187 0.994584 1.020091 0.978349 0.952375
14.827267 1.004286 0.990734 1.000557 0.996386 1.024516 0.976845 0.959309
14.862032 1.004620 0.994612 0.997929 0.996414 1.028335 0.972965 0.958356
14.896797 1.005383 0.996257 0.994366 0.997320 1.032365 0.970932 0.962667
14.931562 1.005940 0.998795 0.991730 0.999358 1.035989 0.967899 0.963461
14.966327 1.006466 0.999492 0.988709 1.001807 1.038827 0.966300 0.968391
15.001092 1.006893 0.998964 0.986713 1.002229 1.041165 0.965308 0.969920
15.035857 1.007803 0.999844 0.984982 1.006326 1.043975 0.963658 0.975696
15.070622 1.008666 1.001963 0.982601 1.007449 1.047750 0.962121 0.973354
15.105387 1.008689 1.001212 0.980771 1.006742 1.049096 0.961078 0.977796
15.140152 1.009426 1.006645 0.978849 1.008814 1.051093 0.960757 0.980720
15.174917 1.009943 1.008245 0.977781 1.010745 1.052582 0.960464 0.980922
15.209682 1.009793 1.007314 0.974987 1.010121 1.053611 0.960268 0.985163
15.244447 1.010376 1.010772 0.974894 1.013612 1.054007 0.960455 0.988640
15.279212 1.010274 1.014828 0.972411 1.011428 1.055143 0.960201 0.989019
15.313977 1.010570 1.010780 0.970884 1.014141 1.055297 0.962000 0.993627
15.348742 1.010746 1.014376 0.970695 1.014824 1.055100 0.962503 0.995656
15.383507 1.010857 1.014729 0.970437 1.015019 1.054699 0.963342 1.000673
15.418272 1.011080 1.015007 0.970756 1.013619 1.054564 0.964746 0.999592
15.453037 1.010207 1.017715 0.968953 1.014498 1.052258 0.966184 1.003507
15.487802 1.010341 1.016270 0.969083 1.012413 1.051788 0.968173 1.004524
15.522567 1.010271 1.015811 0.968651 1.014245 1.050849 0.969411 1.007365
15.557332 1.009516 1.016404 0.969130 1.013173 1.047898 0.971375 1.009411
15.592097 1.009142 1.017412 0.969731 1.012769 1.045580 0.973583 1.010365
15.626861 1.009238 1.018348 0.969856 1.013303 1.044034 0.976230 1.014374
15.661626 1.008437 1.017197 0.970585 1.009902 1.042042 0.976997 1.013377
15.696391 1.007473 1.018171 0.971408 1.008860 1.038005 0.979926 1.014373
15.731156 1.007668 1.017603 0.973311 1.011039 1.036546 0.981380 1.014116
15.765921 1.006867 1.018582 0.973677 1.009493 1.033165 0.984477 1.013771
15.800686 1.005574 1.017985 0.974035 1.007984 1.029300 0.985974 1.017825
15.835451 1.004813 1.015932 0.975753 1.007000 1.025915 0.988433 1.015199
15.870216 1.003864 1.015362 0.977079 1.005500 1.022977 0.989442 1.012959
15.904981 1.002861 1.014787 0.978540 1.003484 1.018575 0.992829 1.013080
15.939746 1.001900 1.015927 0.979848 1.001368 1.015503 0.993970 1.011160
15.974511 1.001399 1.013095 0.981773 1.000572 1.012309 0.996934 1.009540
16.009276 0.999979 1.010470 0.982128 0.999399 1.008620 0.998222 1.009267
16.044041 0.999624 1.009967 0.985048 0.998176 1.004916 1.001676 1.007708
16.078806 0.998740 1.012425 0.987221 0.996909 1.001006 1.003085 1.009864
16.113571 0.997970 1.012215 0.988626 0.996424 0.997608 1.005560 1.006627
16.148336 0.996980 1.010148 0.990557 0.994284 0.993746 1.007665 1.006851
16.183101 0.996159 1.008971 0.992473 0.992296 0.990963 1.008650 1.003761
16.217866 0.995137 1.007474 0.994095 0.989509 0.987013 1.011463 1.001747
16.252631 0.994399 1.005967 0.995918 0.991728 0.983773 1.012551 1.000827
16.287396 0.994059 1.005543 0.998201 0.989986 0.981112 1.014564 1.000722
16.322161 0.993500 1.000487 0.999968 0.989998 0.978169 1.016800 1.000687
16.356926 0.993017 1.003229 1.001317 0.989078 0.975771 1.017574 1.003761
16.391691 0.992127 1.001917 1.003096 0.987438 0.972614 1.019412 0.997876
16.426456 0.991343 1.000651 1.004721 0.986513 0.969715 1.020350 0.998661
16.461221 0.991732 1.001950 1.007135 0.986281 0.968753 1.021272 1.000544
16.495986 0.990945 1.000223 1.008709 0.985585 0.966669 1.021137 0.997150
16.530751 0.990580 0.998775 1.009972 0.985311 0.965079 1.021576 0.997823
16.565516 0.990458 0.998726 1.011963 0.983729 0.962757 1.023842 0.999732
16.600281 0.990595 0.999736 1.013369 0.982404 0.962498 1.023707 1.000310
16.635046 0.990220 0.997355 1.014530 0.982625 0.960684 1.024657 1.000875
16.669811 0.989816 0.995518 1.016265 0.981499 0.959102 1.024801 1.000715
16.704576 0.990088 0.995115 1.016867 0.982406 0.959561 1.024209 1.001642
16.739341 0.990187 0.994771 1.017761 0.983979 0.959372 1.023825 1.001363
16.774106 0.990204 0.993827 1.019426 0.983203 0.958503 1.024081 1.003009
16.808871 0.990661 0.994803 1.020340 0.982339 0.959406 1.023333 1.004440
16.843636 0.990741 0.992539 1.020046 0.981854 0.959363 1.024301 1.005829
16.878401 0.990629 0.988686 1.019985 0.982790 0.959469 1.023565 1.008481
16.913166 0.991656 0.990922 1.021597 0.982939 0.960511 1.023974 1.010078
16.947931 0.992122 0.991527 1.021909 0.983547 0.960854 1.024262 1.014722
16.982696 0.992709 0.991708 1.021785 0.984422 0.962506 1.023387 1.015491
17.017461 0.992513 0.989181 1.021262 0.984476 0.963239 1.021877 1.015397
17.052226 0.992967 0.990614 1.021734 0.983298 0.964152 1.021446 1.017720
17.086991 0.993911 0.990418 1.021611 0.984017 0.966134 1.021270 1.021172
17.121756 0.994740 0.987710 1.021450 0.985401 0.968145 1.021046 1.021853
17.156521 0.995559 0.989294 1.020966 0.986819 0.970327 1.019820 1.025697
17.191286 0.995857 0.989291 1.020979 0.987705 0.971814 1.018272 1.023139
17.226051 0.996845 0.988047 1.020478 0.986798 0.974161 1.018658 1.025128
17.260816 0.997461 0.989132 1.020113 0.987005 0.976243 1.017639 1.023542
17.295581 0.998422 0.991612 1.019713 0.989235 0.978802 1.016119 1.025600
17.330346 0.999691 0.989795 1.019488 0.991764 0.982371 1.014386 1.026640
17.365111 0.999407 0.988223 1.017655 0.992028 0.984023 1.011757 1.026686
17.399876 1.000634 0.991570 1.016639 0.992199 0.987359 1.011078 1.027360
17.434641 1.001343 0.992199 1.015973 0.993223 0.989646 1.009806 1.029124
17.469406 1.002326 0.990878 1.014680 0.996516 0.993356 1.007426 1.029294
17.504171 1.002517 0.991105 1.013463 0.994984 0.995280 1.006246 1.027374
17.538936 1.003701 0.993898 1.012474 0.996006 0.999054 1.003937 1.031180
17.573701 1.003840 0.993803 1.010542 0.997207 1.001556 1.001673 1.027406
17.608466 1.004802 0.992757 1.009373 0.999793 1.004734 0.999875 1.030812
17.643231 1.005475 0.994403 1.008172 0.998475 1.007606 0.998628 1.029655
17.677996 1.005623 0.993065 1.006986 1.002597 1.009532 0.995722 1.030005
17.712761 1.006253 0.995118 1.005069 1.001691 1.012613 0.994233 1.030364
17.747526 1.006899 0.996037 1.003964 1.002426 1.015729 0.991934 1.028618
17.782291 1.007243 0.995224 1.002168 1.004721 1.017950 0.990321 1.028956
17.817056 1.006989 0.996707 1.000503 1.004939 1.019619 0.987138 1.029988
17.851821 1.007265 0.997919 0.998381 1.005760 1.021756 0.985924 1.029581
17.886586 1.007854 0.999460 0.998194 1.007080 1.023751 0.984432 1.028110
17.921351 1.007633 0.999596 0.995679 1.006526 1.025452 0.982463 1.029760
17.956116 1.008110 1.000397 0.994427 1.008596 1.026947 0.982215 1.030083
17.990881 1.007770 0.999823 0.992879 1.008841 1.028108 0.979909 1.030160
18.025646 1.007567 1.000387 0.990974 1.009736 1.028753 0.979465 1.029000
18.060411 1.007750 1.003321 0.990059 1.012381 1.029828 0.977835 1.030533
18.095176 1.007544 1.002230 0.988874 1.009757 1.030296 0.978262 1.028029
18.129941 1.007649 1.001892 0.988240 1.012003 1.030990 0.977368 1.028758
18.164706 1.006877 1.004588 0.986305 1.012549 1.030886 0.975895 1.026101
18.199471 1.006805 1.003666 0.985644 1.012058 1.030844 0.976430 1.027095
18.234235 1.006205 1.003658 0.984727 1.011804 1.030350 0.975842 1.025972
18.269000 1.005724 1.005837 0.983614 1.012249 1.029849 0.975649 1.024030
18.303765 1.005499 1.004532 0.983226 1.012698 1.029898 0.975087 1.023163
18.338530 1.005038 1.005413 0.982566 1.011726 1.028742 0.976305 1.021665
18.373295 1.004888 1.006273 0.982680 1.013456 1.028361 0.975850 1.020782
18.408060 1.004243 1.006728 0.981469 1.014423 1.026886 0.977234 1.017385
18.442825 1.004032 1.004818 0.981992 1.014149 1.026368 0.977470 1.014470
18.477590 1.003759 1.003184 0.981569 1.014289 1.025193 0.979096 1.015170
18.512355 1.003394 1.006774 0.981370 1.015831 1.024179 0.979201 1.012314
18.547120 1.003378 1.002646 0.981249 1.015774 1.023516 0.981753 1.007132
18.581885 1.002694 1.005005 0.981921 1.015521 1.021830 0.981415 1.004943
18.616650 1.002234 1.004922 0.982381 1.014568 1.020368 0.982349 1.002651
18.651415 1.001720 1.004526 0.982787 1.014915 1.018333 0.984055 0.999497
18.686180 1.001672 1.002807 0.983671 1.014859 1.017005 0.986066 0.997708
18.720945 1.001518 1.004953 0.984306 1.015779 1.015250 0.987885 0.996609
18.755710 1.001005 1.001878 0.985848 1.014884 1.013660 0.988585 0.990517
18.790475 1.000908 1.003616 0.986441 1.013332 1.011899 0.991373 0.989514
18.825240 1.000702 1.002404 0.987283 1.011827 1.010451 0.993128 0.988711
18.860005 1.000116 1.002955 0.987599 1.010396 1.008786 0.994145 0.985902
18.894770 0.999749 1.003149 0.989180 1.011485 1.006512 0.995599 0.982416
18.929535 0.999931 1.004510 0.990093 1.011316 1.005100 0.998612 0.979115
18.964300 1.000043 1.002463 0.991380 1.009812 1.003987 1.000755 0.978601
18.999065 0.999404 1.001766 0.992641 1.009803 1.001495 1.002034 0.975847
19.033830 0.999434 1.001338 0.993575 1.008285 1.000158 1.004249 0.976600
19.068595 0.998956 1.002709 0.994436 1.006930 0.998404 1.005425 0.972487
19.103360 0.998887 1.002477 0.995440 1.008368 0.996697 1.007313 0.971531
19.138125 0.998557 1.003047 0.996741 1.005474 0.994946 1.008655 0.971741
19.172890 0.998573 1.000952 0.997650 1.006367 0.993454 1.011060 0.969986
19.207655 0.997820 0.999157 0.998801 1.005575 0.991071 1.011978 0.967863
19.242420 0.997838 1.001800 1.000315 1.003833 0.989951 1.012826 0.968363
19.277185 0.997848 0.999219 1.001424 1.003351 0.988536 1.014946 0.969084
19.311950 0.997545 1.001056 1.002797 1.003286 0.987064 1.014921 0.969251
19.346715 0.997314 1.000275 1.003772 1.002498 0.986018 1.015337 0.968888
19.381480 0.997334 1.001404 1.004714 1.002699 0.985065 1.015886 0.971383
19.416245 0.996853 1.000311 1.005129 1.001208 0.983574 1.017194 0.968215
19.451010 0.996758 0.999972 1.006683 1.001185 0.981842 1.018403 0.970795
19.485775 0.996252 0.998861 1.006624 1.000166 0.981434 1.017254 0.971904
19.520540 0.996509 0.999634 1.008091 1.001644 0.980202 1.018543 0.975097
19.555305 0.995940 0.999563 1.008203 0.999695 0.979356 1.018202 0.973950
19.590070 0.992537 0.994445 1.005172 0.995036 0.975734 1.015169 0.972340
19.624835 0.988954 0.991470 1.002759 0.990050 0.971977 1.010759 0.971009
19.659600 0.985374 0.985848 0.999435 0.987181 0.968369 1.006824 0.969259
19.694365 0.981764 0.981126 0.996802 0.982734 0.964670 1.002549 0.967381
19.729130 0.978510 0.978899 0.993804 0.976879 0.961508 0.999174 0.965741
19.763895 0.974689 0.974765 0.990218 0.975242 0.957520 0.994834 0.962840
19.798660 0.971395 0.970176 0.988050 0.969648 0.954538 0.990524 0.959533
19.833425 0.967616 0.966924 0.984465 0.965676 0.950979 0.985674 0.959132
19.868190 0.964536 0.962395 0.979675 0.962103 0.948932 0.982641 0.955284
19.902955 0.960624 0.958334 0.977294 0.958528 0.945021 0.976952 0.952771
19.937720 0.957297 0.955505 0.973850 0.954509 0.942101 0.973010 0.949672
19.972485 0.954025 0.953291 0.970200 0.949132 0.939509 0.968872 0.948602
20.007250 0.950744 0.950735 0.966039 0.947372 0.936974 0.964251 0.947402
20.042015 0.947736 0.945536 0.962556 0.943821 0.934858 0.960203 0.945531
20.076780 0.944167 0.942803 0.958805 0.940848 0.931923 0.955132 0.943232
20.111545 0.941196 0.941086 0.954863 0.938714 0.930137 0.950557 0.938990
20.146310 0.938206 0.936140 0.951597 0.936268 0.927991 0.946057 0.937649
20.181075 0.934970 0.933367 0.948037 0.932215 0.925672 0.941475 0.934273
20.215840 0.931131 0.928968 0.944084 0.928856 0.922488 0.936212 0.931870
20.250605 0.928645 0.926268 0.940295 0.927284 0.921030 0.932728 0.929715
20.285370 0.925494 0.924722 0.935997 0.923353 0.919376 0.927644 0.927204
20.320135 0.922453 0.919633 0.932780 0.919486 0.916995 0.923817 0.925021
20.354900 0.919492 0.915899 0.928395 0.917396 0.915655 0.918955 0.921735
20.389665 0.916710 0.915790 0.924948 0.915973 0.913047 0.915814 0.918975
20.424430 0.913563 0.912095 0.920853 0.911714 0.911320 0.910882 0.917752
20.459195 0.910691 0.909101 0.916937 0.908544 0.909937 0.906327 0.913586
20.493960 0.908454 0.905675 0.913275 0.906597 0.908606 0.903680 0.912126
20.528725 0.905570 0.901898 0.909869 0.902227 0.906643 0.899596 0.912159
20.563490 0.902625 0.899985 0.905212 0.899972 0.904988 0.895380 0.910039
20.598255 0.899550 0.897547 0.901395 0.895376 0.902475 0.892290 0.906429
20.633020 0.897466 0.893981 0.898134 0.895769 0.901296 0.889163 0.904168
20.667785 0.894322 0.891027 0.894268 0.891973 0.898937 0.885258 0.901429
20.702550 0.891834 0.889175 0.889818 0.890426 0.897429 0.882484 0.898707
20.737315 0.889340 0.885003 0.887115 0.885129 0.895877 0.879239 0.896135
20.772080 0.887046 0.882995 0.883213 0.883119 0.894500 0.876677 0.893310
20.806845 0.883856 0.880759 0.879317 0.879472 0.891689 0.873422 0.890162
20.841609 0.881045 0.876979 0.875046 0.878049 0.889589 0.870534 0.886472
20.876374 0.878383 0.875423 0.871854 0.873984 0.887873 0.866643 0.884470
20.911139 0.875417 0.870536 0.867406 0.871718 0.885514 0.864402 0.878355
20.945904 0.872113 0.869624 0.863965 0.868555 0.882351 0.860413 0.876680
20.980669 0.868929 0.866476 0.859995 0.865005 0.879469 0.857577 0.872869
21.015434 0.866289 0.863388 0.856732 0.863664 0.877376 0.854210 0.870132
21.050199 0.863350 0.861038 0.853680 0.860325 0.874343 0.851719 0.866250
21.084964 0.859026 0.857790 0.848526 0.855970 0.870180 0.847826 0.861530
21.119729 0.853892 0.852698 0.844241 0.850239 0.865209 0.841724 0.855895
21.154494 0.848907 0.848966 0.839145 0.846260 0.859784 0.837628 0.848444
21.189259 0.843957 0.843358 0.834255 0.840814 0.855086 0.832513 0.841942
21.224024 0.838985 0.840117 0.828765 0.836840 0.849716 0.828280 0.837857
21.258789 0.834034 0.837007 0.823850 0.831995 0.844736 0.823137 0.832547
21.293554 0.829270 0.830398 0.818939 0.828706 0.839929 0.818747 0.825542
21.328319 0.824287 0.824296 0.814146 0.823504 0.834776 0.814250 0.819441
21.363084 0.819423 0.821680 0.809895 0.819675 0.828772 0.810497 0.814716
21.397849 0.814766 0.816317 0.805261 0.814954 0.823992 0.806170 0.810025
21.432614 0.809980 0.812670 0.800947 0.810758 0.818715 0.801703 0.804467
21.467379 0.804846 0.807505 0.795847 0.805805 0.813365 0.796721 0.800970
21.502144 0.800066 0.804300 0.791648 0.800583 0.808185 0.792302 0.794363
21.536909 0.795156 0.800219 0.787499 0.797132 0.802173 0.788414 0.789053
21.571674 0.790181 0.794059 0.782472 0.791874 0.797073 0.784047 0.783407
21.606439 0.785559 0.790875 0.778294 0.787372 0.791905 0.779719 0.779947
21.641204 0.780645 0.786429 0.773774 0.781972 0.786466 0.775569 0.774643
21.675969 0.776088 0.780480 0.769333 0.777503 0.781407 0.772158 0.769257
21.710734 0.771247 0.776719 0.765114 0.773206 0.776199 0.766993 0.765731
21.745499 0.766423 0.772957 0.760014 0.767456 0.771038 0.762974 0.762870
21.780264 0.762077 0.768021 0.756603 0.763884 0.765875 0.759236 0.758273
21.815029 0.757321 0.765610 0.752595 0.759357 0.760505 0.754568 0.753872
21.849794 0.752870 0.760378 0.748376 0.753724 0.755763 0.750858 0.749411
21.884559 0.748159 0.754547 0.743974 0.749449 0.750379 0.747070 0.745863
21.919324 0.743543 0.751671 0.740845 0.742908 0.744932 0.743124 0.739411
21.954089 0.739072 0.747509 0.736557 0.739911 0.739990 0.738867 0.736028
21.988854 0.734922 0.742415 0.733117 0.734690 0.735097 0.735723 0.733142
22.023619 0.730594 0.736434 0.728840 0.728966 0.730591 0.732287 0.728565
22.058384 0.726210 0.734395 0.725192 0.725673 0.725218 0.728648 0.723608
22.093149 0.721691 0.728656 0.721575 0.719383 0.720278 0.724496 0.720415
22.127914 0.717604 0.722377 0.718562 0.714624 0.715633 0.720997 0.715535
22.162679 0.713124 0.719555 0.714179 0.709114 0.710777 0.717287 0.710517
22.197444 0.708789 0.715333 0.710387 0.705151 0.705750 0.713388 0.708565
22.232209 0.704647 0.710579 0.706676 0.700327 0.701014 0.710352 0.703631
22.266974 0.700169 0.706643 0.702494 0.695146 0.696207 0.706115 0.700962
22.301739 0.696377 0.701815 0.699702 0.691621 0.691737 0.703079 0.694479
22.336504 0.692105 0.694669 0.695836 0.686522 0.687315 0.698873 0.693346
22.371269 0.687873 0.692098 0.691453 0.683167 0.682715 0.695286 0.687628
22.406034 0.683822 0.685592 0.687853 0.678420 0.678438 0.691524 0.685127
22.440799 0.679656 0.684000 0.684204 0.674367 0.674050 0.687018 0.680326
22.475564 0.675808 0.679038 0.680846 0.671022 0.669699 0.683503 0.678015
22.510329 0.671690 0.672565 0.676854 0.666260 0.665508 0.679685 0.675335
22.545094 0.668003 0.668662 0.673060 0.662600 0.661802 0.675857 0.674074
22.579859 0.663544 0.665537 0.668924 0.657282 0.657134 0.671464 0.670240
22.614624 0.659668 0.660143 0.665342 0.654712 0.653332 0.667063 0.665936
22.649389 0.655524 0.655252 0.660942 0.650544 0.649079 0.663533 0.661448
22.684154 0.651728 0.651088 0.657524 0.647110 0.645237 0.659271 0.658766
22.718919 0.647709 0.646942 0.653203 0.644097 0.641372 0.655163 0.653514
22.753684 0.643836 0.641153 0.649397 0.639726 0.637667 0.650979 0.651804
22.788449 0.639591 0.636748 0.645380 0.635930 0.633515 0.646290 0.647066
22.823214 0.635894 0.633701 0.640712 0.633978 0.630212 0.642163 0.644138
22.857979 0.632191 0.629643 0.637347 0.629604 0.626570 0.638173 0.640744
22.892744 0.628356 0.623464 0.633200 0.626446 0.623033 0.634145 0.637186
22.927509 0.624263 0.619838 0.629030 0.623679 0.619088 0.629476 0.632811
22.962274 0.620275 0.616298 0.624940 0.618823 0.615456 0.625114 0.628211
22.997039 0.616441 0.613350 0.620416 0.614952 0.612141 0.620798 0.624670
23.031804 0.612437 0.610003 0.616337 0.611779 0.608257 0.616268 0.621236
23.066569 0.608877 0.604828 0.613165 0.607855 0.605101 0.611986 0.616185
23.101334 0.604981 0.599864 0.608640 0.604602 0.601531 0.608011 0.612538
23.136099 0.600987 0.596368 0.604266 0.600521 0.597669 0.604235 0.607419
23.170864 0.597261 0.593004 0.600313 0.598241 0.594422 0.599403 0.603422
23.205629 0.593419 0.588836 0.595796 0.593433 0.590916 0.595822 0.599777
23.240394 0.589655 0.585324 0.592034 0.590224 0.587590 0.591034 0.595826
23.275159 0.585888 0.581238 0.588096 0.586864 0.584262 0.586650 0.590841
23.309924 0.582030 0.577757 0.584125 0.582702 0.580524 0.582922 0.585162
23.344689 0.578270 0.571268 0.580116 0.578611 0.577173 0.578925 0.582116
23.379454 0.574186 0.569316 0.575537 0.574458 0.573334 0.574579 0.578189
23.414219 0.570710 0.565294 0.571484 0.571578 0.570420 0.570745 0.572557
23.448983 0.566801 0.560943 0.567456 0.566547 0.566750 0.566735 0.569278
23.483748 0.563201 0.557935 0.563907 0.563413 0.563432 0.562469 0.564580
23.518513 0.559125 0.554102 0.559749 0.559421 0.559712 0.557855 0.559342
23.553278 0.555796 0.549979 0.556174 0.555698 0.556738 0.554219 0.556317
23.588043 0.552023 0.548116 0.552383 0.552361 0.552866 0.550430 0.551629
23.622808 0.548202 0.542810 0.548593 0.548282 0.549177 0.546642 0.547181
23.657573 0.544289 0.539178 0.544042 0.545387 0.545564 0.542339 0.544358
23.692338 0.540823 0.536958 0.540505 0.542209 0.542253 0.538617 0.539216
23.727103 0.537009 0.531345 0.536724 0.537696 0.538589 0.534659 0.537110
23.761868 0.533289 0.528551 0.532514 0.534822 0.535122 0.530542 0.533824
23.796633 0.529476 0.526404 0.528494 0.530900 0.531462 0.526388 0.530469
23.831398 0.526081 0.522712 0.524804 0.527944 0.528201 0.523135 0.525577
23.866163 0.522003 0.517367 0.520973 0.523603 0.523946 0.519140 0.523504
23.900928 0.518566 0.514577 0.517146 0.519683 0.520963 0.515506 0.517806
23.935693 0.515001 0.512044 0.513710 0.517148 0.517404 0.511283 0.515280
23.970458 0.511320 0.508448 0.509794 0.513967 0.513644 0.507837 0.511796
24.005223 0.507596 0.505703 0.505853 0.508674 0.510337 0.503772 0.508036
24.039988 0.504160 0.503271 0.502345 0.506677 0.506595 0.500652 0.503657
24.074753 0.500476 0.499588 0.498495 0.502398 0.503166 0.496595 0.501373
24.109518 0.497044 0.496994 0.494879 0.500181 0.499622 0.493281 0.496981
